-- Logs begin at Thu 2023-09-28 15:29:55 UTC, end at Fri 2023-09-29 06:23:45 UTC. --
Sep 29 06:12:38 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Sep 29 06:12:38 ubuntu dstat.sh[108377]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 29 06:12:38 ubuntu dstat.sh[108377]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 29 06:20:56 ubuntu dstat.sh[108377]: 29-09 06:20:56| 38  28  30   1   0|3685M  133M  183M 3748M|  48k   39k| 487k  519k|14.0  33.9 |6236    14k|1.91 1.87 1.29|2.0   0 295|   0     0 |   0     0 | 24  156    0   28    0
Sep 29 06:20:57 ubuntu dstat.sh[108377]: 29-09 06:20:57| 34  21  43   1   0|3718M  134M  183M 3715M|  26k   15k| 108k  500k|5.00  35.0 |3583  6114 |1.91 1.87 1.29|2.0   0 417|   0     0 |   0     0 | 24  162    0   20    0
Sep 29 06:20:58 ubuntu dstat.sh[108377]: 29-09 06:20:58| 32  22  45   1   0|3749M  121M  183M 3699M| 103k   95k| 124k  208k|12.0  13.0 |3516  6310 |1.91 1.87 1.29|2.0   0 399|   0     0 |   0     0 | 24  164    0   20    0
Sep 29 06:20:59 ubuntu dstat.sh[108377]: 29-09 06:20:59| 25  24  44   5   0|3798M  130M  183M 3642M|  40k   32k|  72k   11M|3.00   837 |6619    12k|2.15 1.92 1.31|4.0   0 405|   0     0 |   0     0 | 24  168    0   20    0
Sep 29 06:21:00 ubuntu dstat.sh[108377]: 29-09 06:21:00| 22  16  61   0   0|3790M  137M  183M 3642M|  15k 6487 |   0   280k|   0  17.0 |4426  9969 |2.15 1.92 1.31|3.0   0 129|   0     0 |   0     0 | 24  170    0   20    0
Sep 29 06:21:01 ubuntu dstat.sh[108377]: 29-09 06:21:01| 26  13  43  17   0|3844M  118M  183M 3610M|  18k   10k| 364k 5280k|17.0   479 |3445  5697 |2.15 1.92 1.31|2.0 1.0 130|   0     0 |   0     0 | 24  169    0   21    0
Sep 29 06:21:02 ubuntu dstat.sh[108377]: 29-09 06:21:02| 34   8  45  12   1|3894M  129M  182M 3552M|  20k   11k| 580k  256k|31.0  25.0 |2210  2949 |2.15 1.92 1.31|2.0 1.0 3.0|   0     0 |   0     0 | 24  173    0   21    0
Sep 29 06:21:03 ubuntu dstat.sh[108377]: 29-09 06:21:03| 42   8  46   3   0|3963M  130M  181M 3486M|9616  1908 | 468k   36k|44.0  4.00 |2165  2709 |2.15 1.92 1.31|3.0   0   0|   0     0 |   0     0 | 24  173    0   20    0
Sep 29 06:21:04 ubuntu dstat.sh[108377]: 29-09 06:21:04| 43   6  44   4   0|4010M  133M  181M 3438M|  41k   20k| 840k  352k|73.0  27.0 |2421  3140 |2.30 1.95 1.32|2.0   0 4.0|   0     0 |   0     0 | 24  175    0   21    0
Sep 29 06:21:05 ubuntu dstat.sh[108377]: 29-09 06:21:05| 44  20  33   2   0|3951M  207M  181M 3423M| 126k  117k|1167k  300k|42.0  12.0 |3792  8884 |2.30 1.95 1.32|3.0   0 333|   0     0 |   0     0 | 24  179    0   20    0
Sep 29 06:21:06 ubuntu dstat.sh[108377]: 29-09 06:21:06| 43  27  22   7   0|3997M  153M  182M 3431M|  40k   32k|5626k  140k|82.1  20.0 |4559    12k|2.30 1.95 1.32|4.0   0 485|   0     0 |   0     0 | 24  186    0   20    0
Sep 29 06:21:07 ubuntu dstat.sh[108377]: 29-09 06:21:07| 52  21  25   0   0|3985M  160M  182M 3434M| 269k  261k| 592k  604k|7.99  37.0 |6012    12k|2.30 1.95 1.32|2.0   0 231|   0     0 |   0     0 | 24  197    0   19    0
Sep 29 06:21:08 ubuntu dstat.sh[108377]: 29-09 06:21:08| 67  22   9   1   0|4042M  134M  182M 3406M| 117k  109k| 281k 9823k|10.9   563 |5489  8336 |2.30 1.95 1.32|6.0   0 195|   0     0 |   0     0 | 24  196    0   19    0
Sep 29 06:21:09 ubuntu dstat.sh[108377]: 29-09 06:21:09| 75  22   2   1   0|4148M  138M  181M 3301M|  98k   91k| 485k  347k|42.4  14.1 |2892  5142 |2.52 2.00 1.34|5.0   0  38|   0     0 |   0     0 | 24  198    0   19    0
Sep 29 06:21:10 ubuntu dstat.sh[108377]: 29-09 06:21:10| 65  14   9  10   0|4187M  140M  181M 3262M| 232k  224k|2660k 9753k| 157   334 |5452  9627 |2.52 2.00 1.34|2.0 4.0  43|   0     0 |   0     0 | 24  212    0   20    0
Sep 29 06:21:11 ubuntu dstat.sh[108377]: 29-09 06:21:11| 52  17   9  23   0|4176M  144M  181M 3269M|  25k   16k|3116k 1985k| 296   126 |5095  9735 |2.52 2.00 1.34|5.0   0  41|   0     0 |   0     0 | 24  216    0   18    0
Sep 29 06:21:12 ubuntu dstat.sh[108377]: 29-09 06:21:12| 71  19   7   2   1|4103M  240M  181M 3247M| 294k  286k| 575k   11M|52.3   424 |  12k   31k|2.52 2.00 1.34|5.0   0 129|   0     0 |   0     0 | 24  213    0   26    0
Sep 29 06:21:13 ubuntu dstat.sh[108377]: 29-09 06:21:13| 32  22  44   1   0|4071M  272M  181M 3247M| 163k  152k|  32k  551k|1.00  49.9 |3918  7438 |2.52 2.00 1.34|5.0   0 396|   0     0 |   0     0 | 24  211    0   26    0
Sep 29 06:21:14 ubuntu dstat.sh[108377]: 29-09 06:21:14| 45  19  38   0   0|4083M  258M  181M 3248M|  59k   50k|8195B  368k|2.00  29.0 |4738  8688 |2.48 2.00 1.34|2.0   0 143|   0     0 |   0     0 | 24  212    0   26    0
Sep 29 06:21:15 ubuntu dstat.sh[108377]: 29-09 06:21:15| 50  23  25   1   0|4079M  263M  181M 3247M| 246k  237k| 132k 3237k|14.0   190 |5215    11k|2.48 2.00 1.34|3.0 1.0 357|   0     0 |   0     0 | 24  211    0   26    0
Sep 29 06:21:16 ubuntu dstat.sh[108377]: 29-09 06:21:16| 57  24  19   0   0|4150M  191M  181M 3248M|  13k 2187 |  32k 1108k|1.00  63.0 |3976  7759 |2.48 2.00 1.34|4.0   0 321|   0     0 |   0     0 | 24  211    0   26    0
Sep 29 06:21:17 ubuntu dstat.sh[108377]: 29-09 06:21:17| 60  25  12   2   0|4213M  126M  181M 3250M| 228k  219k| 856k 1429k|46.0  67.0 |5484    16k|2.48 2.00 1.34|5.0   0 289|   0     0 |   0     0 | 24  215    0   28    0
Sep 29 06:21:18 ubuntu dstat.sh[108377]: 29-09 06:21:18| 48  22  17   9   0|4205M  194M  181M 3193M| 125k  117k| 431k 8987k|31.0   678 |5564  9376 |2.48 2.00 1.34|2.0 1.0 375|   0     0 |   0     0 | 24  215    0   27    0
Sep 29 06:21:19 ubuntu dstat.sh[108377]: 29-09 06:21:19| 59  21  17   3   0|4277M  121M  181M 3194M|  18k 6430 | 724k  259k|35.8  10.9 |4996  7565 |2.60 2.04 1.36| 11   0 119|   0     0 |   0     0 | 24  217    0   27    0
Sep 29 06:21:20 ubuntu dstat.sh[108377]: 29-09 06:21:20| 69  17   8   5   1|4364M  132M  180M 3099M| 282k  253k| 904k 2683k|70.3   342 |5904    12k|2.60 2.04 1.36|3.0   0 152|   0     0 |   0     0 | 24  225    0   29    0
Sep 29 06:21:21 ubuntu dstat.sh[108377]: 29-09 06:21:21| 67  11  23   0   0|4395M  124M  180M 3076M| 190k  179k|4101B  324k|1.00  29.0 |2943  4904 |2.60 2.04 1.36|3.0   0  12|   0     0 |   0     0 | 24  223    0   29    0
Sep 29 06:21:22 ubuntu dstat.sh[108377]: 29-09 06:21:22| 64   9  23   5   0|4463M  128M  180M 3006M| 378k  358k|1965k  384k|83.0  22.0 |3341  6405 |2.60 2.04 1.36|3.0   0 6.0|   0     0 |   0     0 | 24  232    0   31    0
Sep 29 06:21:23 ubuntu dstat.sh[108377]: 29-09 06:21:23| 65  12  21   2   0|4445M  161M  180M 2992M| 285k  276k| 476k 7254k|21.0   578 |5319    10k|2.60 2.04 1.36|4.0   0  17|   0     0 |   0     0 | 24  237    0   34    0
Sep 29 06:21:24 ubuntu dstat.sh[108377]: 29-09 06:21:24| 50  25  23   0   0|4439M  166M  180M 2992M|  52k   40k| 300k  435k|6.99  42.9 |3982  7725 |2.63 2.05 1.37|4.0   0 475|   0     0 |   0     0 | 24  244    0   33    0
Sep 29 06:21:25 ubuntu dstat.sh[108377]: 29-09 06:21:25| 50  23  24   3   0|4389M  209M  180M 3000M| 276k  266k|8505k  754k|96.1  55.1 |5634    11k|2.63 2.05 1.37|2.0 2.0 358|   0     0 |   0     0 | 24  243    0   33    0
Sep 29 06:21:26 ubuntu dstat.sh[108377]: 29-09 06:21:26| 49  25  23   3   0|4471M  118M  181M 3006M|  16k 3688 |4643k 1096k|86.5  57.7 |6855    13k|2.63 2.05 1.37|5.0   0 214|   0     0 |   0     0 | 25  243    0   31    0
Sep 29 06:21:27 ubuntu dstat.sh[108377]: 29-09 06:21:27| 82  15   2   0   0|4535M  148M  180M 2920M| 303k  293k| 354k  374k|13.1  30.2 |3627  6458 |2.63 2.05 1.37|5.0   0 116|   0     0 |   0     0 | 25  246    0   32    0
Sep 29 06:21:28 ubuntu dstat.sh[108377]: 29-09 06:21:28| 79  14   2   5   0|4606M  135M  180M 2863M|  17k 6737 |2510k  435k| 140  19.9 |3118  4301 |2.63 2.05 1.37|4.0   0  15|   0     0 |   0     0 | 25  248    0   31    0
Sep 29 06:21:29 ubuntu dstat.sh[108377]: 29-09 06:21:29| 78  14   6   2   0|4658M  119M  180M 2830M| 235k  225k|1510k  809k|96.1  41.1 |4716    11k|2.74 2.09 1.38|4.0   0 103|   0     0 |   0     0 | 25  247    0   32    0
Sep 29 06:21:30 ubuntu dstat.sh[108377]: 29-09 06:21:30| 43  13  43   0   0|4615M  175M  180M 2819M|  81k   72k| 516k  460k|5.00  35.0 |2871  4702 |2.74 2.09 1.38|2.0   0 113|   0     0 |   0     0 | 25  248    0   32    0
Sep 29 06:21:31 ubuntu dstat.sh[108377]: 29-09 06:21:31| 43   8  48   0   0|4651M  139M  181M 2819M| 148k  132k| 624k  148k|13.0  9.00 |2512  4246 |2.74 2.09 1.38|2.0   0 6.0|   0     0 |   0     0 | 25  250    0   32    0
Sep 29 06:21:32 ubuntu dstat.sh[108377]: 29-09 06:21:32| 43   8  49   0   0|4619M  171M  181M 2819M| 170k  156k| 516k  356k|5.00  37.0 |3296  5123 |2.74 2.09 1.38|2.0   0  11|   0     0 |   0     0 | 25  249    0   30    0
Sep 29 06:21:33 ubuntu dstat.sh[108377]: 29-09 06:21:33| 44   7  47   0   0|4632M  157M  181M 2819M|  23k   11k| 255k  363k|1.99  33.9 |2426  3412 |2.74 2.09 1.38|2.0   0 8.0|   0     0 |   0     0 | 25  251    0   30    0
Sep 29 06:21:34 ubuntu dstat.sh[108377]: 29-09 06:21:34| 43   8  47   0   0|4650M  139M  181M 2819M| 305k  285k| 512k  468k|4.00  46.0 |3432  6625 |2.76 2.10 1.39|2.0   0 7.0|   0     0 |   0     0 | 25  250    0   29    1
Sep 29 06:21:35 ubuntu dstat.sh[108377]: 29-09 06:21:35| 25   9  65   0   0|4582M  206M  181M 2820M| 309k   39k| 289k  277k|4.01  17.0 |2542  3628 |2.76 2.10 1.39|2.0 1.0  44|   0     0 |   0     0 | 25  252    0   29    0
Sep 29 06:21:36 ubuntu dstat.sh[108377]: 29-09 06:21:36| 21   6  71   0   0|4597M  189M  181M 2822M|2364k   37k| 511k  215k|3.99  17.0 |2774  3085 |2.76 2.10 1.39|2.0   0 6.0|   0     0 |   0     0 | 25  252    0   29    0
Sep 29 06:21:37 ubuntu dstat.sh[108377]: 29-09 06:21:37| 24   7  68   0   0|4578M  205M  181M 2825M|3243k   58k| 284k  488k|6.00  29.0 |3240  3835 |2.76 2.10 1.39|3.0   0 7.0|   0     0 |   0     0 | 25  255    0   29    0
Sep 29 06:21:38 ubuntu dstat.sh[108377]: 29-09 06:21:38| 25   5  69   0   0|4594M  187M  181M 2828M|3009k   20k| 256k  116k|2.00  12.0 |2830  3282 |2.76 2.10 1.39|4.0   0 5.0|   0     0 |   0     0 | 25  255    0   28    0
Sep 29 06:21:39 ubuntu dstat.sh[108377]: 29-09 06:21:39| 26   8  65   0   0|4599M  178M  181M 2831M|2989k   19k| 513k   36k|4.01  4.01 |3218  5109 |2.70 2.10 1.39|2.0   0  39|   0     0 |   0     0 | 25  255    0   28    0
Sep 29 06:21:40 ubuntu dstat.sh[108377]: 29-09 06:21:40| 18   5  76   0   0|4575M  200M  181M 2833M|2805k   26k| 255k  271k|2.00  24.0 |3132    11k|2.70 2.10 1.39|1.0   0 4.0|   0     0 |   0     0 | 25  255    0   28    0
Sep 29 06:21:41 ubuntu dstat.sh[108377]: 29-09 06:21:41|  6   7  83   2   0|4576M  196M  181M 2837M|2115k   13k|1826k   40k|21.0  4.00 |2869  3719 |2.70 2.10 1.39|1.0   0 113|   0     0 |   0     0 | 25  254    0   28    0
Sep 29 06:21:42 ubuntu dstat.sh[108377]: 29-09 06:21:42| 20   9  70   0   0|4608M  163M  181M 2837M|  13k 1619 |   0    64k|   0  5.00 |2481  3853 |2.70 2.10 1.39|1.0   0 136|   0     0 |   0     0 | 25  254    0   27    0
Sep 29 06:21:43 ubuntu dstat.sh[108377]: 29-09 06:21:43| 24   4  70   1   0|4633M  138M  181M 2837M|  63k   51k|  16k  476k|1.00  34.0 |2149  3505 |2.70 2.10 1.39|1.0   0   0|   0     0 |   0     0 | 25  255    0   27    0
Sep 29 06:21:44 ubuntu dstat.sh[108377]: 29-09 06:21:44| 26   3  69   0   0|4636M  135M  181M 2837M| 330k  320k|  56k  264k|7.00  27.0 |3111  5754 |2.56 2.08 1.39|1.0   0 2.0|   0     0 |   0     0 | 25  260    0   28    0
Sep 29 06:21:45 ubuntu dstat.sh[108377]: 29-09 06:21:45| 25   5  69   1   0|4640M  131M  181M 2837M| 397k  386k| 369k  296k|23.0  33.1 |3694  6541 |2.56 2.08 1.39|  0 1.0 2.0|   0     0 |   0     0 | 25  261    0   28    0
Sep 29 06:21:46 ubuntu dstat.sh[108377]: 29-09 06:21:46| 26   4  68   0   0|4651M  119M  181M 2838M|7435k 7427k|  80k  247k|4.99  19.9 |3930  7284 |2.56 2.08 1.39|2.0   0 1.0|   0     0 |   0     0 | 25  265    0   29    0
Sep 29 06:21:47 ubuntu dstat.sh[108377]: 29-09 06:21:47| 27   5  69   0   1|4658M  125M  181M 2827M| 462k  452k| 104k  409k|8.01  36.1 |3876  7452 |2.56 2.08 1.39|2.0   0 3.0|   0     0 |   0     0 | 25  267    0   29    0
Sep 29 06:21:48 ubuntu dstat.sh[108377]: 29-09 06:21:48| 35  13  50   1   0|4663M  172M  180M 2780M|  59M   59M|  68k   40M|8.00   865 |5439  7529 |2.56 2.08 1.39|  0 1.0  25|   0     0 |   0     0 | 25  273    0   35    0
Sep 29 06:21:49 ubuntu dstat.sh[108377]: 29-09 06:21:49| 16  16  68   1   0|4606M  245M  181M 2764M|  53k   43k| 200k  404k|10.0  35.0 |3174  4914 |2.44 2.06 1.39|1.0   0 230|   0     0 |   0     0 | 25  268    0   38    0
Sep 29 06:21:50 ubuntu dstat.sh[108377]: 29-09 06:21:50| 21  11  66   2   0|4640M  210M  181M 2764M|  24k   13k|4100B  585k|1.00  55.1 |2992  5254 |2.44 2.06 1.39|1.0   0 259|   0     0 |   0     0 | 25  274    0   39    0
Sep 29 06:21:51 ubuntu dstat.sh[108377]: 29-09 06:21:51| 22   5  69   1   0|4610M  241M  181M 2764M|  14k 2386 |   0   763k|   0  44.9 |2173  3287 |2.44 2.06 1.39|1.0   0  59|   0     0 |   0     0 | 25  274    0   39    0
Sep 29 06:21:52 ubuntu dstat.sh[108377]: 29-09 06:21:52| 11  18  70   0   0|4606M  245M  181M 2764M|  16k 1791 |   0   108k|   0  12.0 |3389  5508 |2.44 2.06 1.39|1.0   0 314|   0     0 |   0     0 | 25  274    0   39    0
Sep 29 06:21:53 ubuntu dstat.sh[108377]: 29-09 06:21:53| 10  17  72   0   0|4606M  244M  181M 2764M|  12k 3844 |  28k   40k|2.00  3.99 |3197  5105 |2.44 2.06 1.39|  0   0 290|   0     0 |   0     0 | 25  274    0   39    0
Sep 29 06:21:54 ubuntu dstat.sh[108377]: 29-09 06:21:54|  7   2  91   1   0|4613M  238M  181M 2764M|  28k 7756 |   0   312k|   0  23.0 |1887  3071 |2.24 2.03 1.38|1.0   0  11|   0     0 |   0     0 | 25  274    0   39    0
Sep 29 06:21:55 ubuntu dstat.sh[108377]: 29-09 06:21:55| 25   3  71   0   0|4651M  199M  181M 2764M|  15k 5929 |   0    68k|   0  8.99 |1949  2898 |2.24 2.03 1.38|4.0   0 1.0|   0     0 |   0     0 | 25  274    0   39    0
Sep 29 06:21:56 ubuntu dstat.sh[108377]: 29-09 06:21:56| 26   4  69   0   1|4665M  185M  181M 2764M| 275k  264k|   0   317k|   0  32.1 |3050  6001 |2.24 2.03 1.38|1.0   0 1.0|   0     0 |   0     0 | 25  277    0   40    1
Sep 29 06:21:57 ubuntu dstat.sh[108377]: 29-09 06:21:57|  8   3  88   0   0|4607M  243M  181M 2764M|  32k   23k|  64k  252k|4.00  22.0 |1994  3182 |2.24 2.03 1.38|  0   0  14|   0     0 |   0     0 | 25  278    0   40    0
Sep 29 06:21:58 ubuntu dstat.sh[108377]: 29-09 06:21:58| 20   2  76   0   0|4643M  207M  181M 2764M|  11k 1907 |   0   128k|   0  12.0 |1763  2521 |2.24 2.03 1.38|1.0   0  10|   0     0 |   0     0 | 25  278    0   40    0
Sep 29 06:21:59 ubuntu dstat.sh[108377]: 29-09 06:21:59| 25   4  70   0   0|4666M  184M  181M 2764M| 162k  154k|   0   268k|   0  24.0 |2442  4283 |2.22 2.03 1.38|1.0   0 1.0|   0     0 |   0     0 | 25  282    0   41    0
Sep 29 06:22:00 ubuntu dstat.sh[108377]: 29-09 06:22:00| 14   1  83   0   0|4608M  243M  181M 2764M| 125k  117k|   0     0 |   0     0 |2106  3992 |2.22 2.03 1.38|  0   0  13|   0     0 |   0     0 | 25  280    0   42    0
Sep 29 06:22:01 ubuntu dstat.sh[108377]: 29-09 06:22:01| 14   4  83   0   0|4631M  219M  181M 2764M|  12k 1958 |   0    44k|   0  4.00 |1788  2694 |2.22 2.03 1.38|1.0   0  10|   0     0 |   0     0 | 25  280    0   42    0
Sep 29 06:22:02 ubuntu dstat.sh[108377]: 29-09 06:22:02| 25   3  71   0   0|4664M  186M  181M 2765M|  45k   34k|   0     0 |   0     0 |1944  2962 |2.22 2.03 1.38|2.0   0   0|   0     0 |   0     0 | 25  281    0   42    0
Sep 29 06:22:03 ubuntu dstat.sh[108377]: 29-09 06:22:03| 27   3  69   1   0|4665M  185M  181M 2765M| 244k  236k|   0   208k|   0  14.0 |3017  5275 |2.22 2.03 1.38|1.0   0   0|   0     0 |   0     0 | 25  280    0   41    0
Sep 29 06:22:04 ubuntu dstat.sh[108377]: 29-09 06:22:04|  6   2  88   0   0|4608M  242M  181M 2765M|  36k   18k|   0   504k|   0  50.0 |2088  3288 |2.05 1.99 1.38|  0   0  15|   0     0 |   0     0 | 25  280    0   42    0
Sep 29 06:22:05 ubuntu dstat.sh[108377]: 29-09 06:22:05| 21   3  75   0   0|4648M  201M  181M 2765M|  13k 4322 |   0   144k|   0  11.0 |1886  2809 |2.05 1.99 1.38|1.0   0  10|   0     0 |   0     0 | 25  280    0   41    0
Sep 29 06:22:06 ubuntu dstat.sh[108377]: 29-09 06:22:06| 27   3  69   0   0|4666M  184M  181M 2765M| 139k  129k|   0    48k|   0  6.99 |2266  3800 |2.05 1.99 1.38|3.0   0   0|   0     0 |   0     0 | 25  282    0   41    0
Sep 29 06:22:07 ubuntu dstat.sh[108377]: 29-09 06:22:07| 15   3  82   1   0|4607M  243M  181M 2765M| 148k  139k|  32k  212k|1.00  19.0 |2235  4574 |2.05 1.99 1.38|  0   0  13|   0     0 |   0     0 | 25  280    0   42    0
Sep 29 06:22:08 ubuntu dstat.sh[108377]: 29-09 06:22:08| 14   2  83   0   0|4632M  217M  181M 2765M|  16k 6260 |   0   116k|   0  8.01 |1790  2753 |2.05 1.99 1.38|1.0   0  10|   0     0 |   0     0 | 25  280    0   42    0
Sep 29 06:22:09 ubuntu dstat.sh[108377]: 29-09 06:22:09| 24   4  71   0   0|4663M  187M  181M 2765M|  48k   39k|   0   112k|   0  6.00 |1825  2899 |1.96 1.98 1.37|2.0   0   0|   0     0 |   0     0 | 25  281    0   42    0
Sep 29 06:22:10 ubuntu dstat.sh[108377]: 29-09 06:22:10| 26   3  71   0   0|4606M  244M  181M 2765M| 248k  239k|  64k  120k|1.00  7.99 |2915  5359 |1.96 1.98 1.37|  0   0  13|   0     0 |   0     0 | 25  280    0   42    0
Sep 29 06:22:11 ubuntu dstat.sh[108377]: 29-09 06:22:11|  4   1  94   0   0|4609M  241M  181M 2765M|  12k 1736 |   0     0 |   0     0 |1634  2510 |1.96 1.98 1.37|1.0   0 9.0|   0     0 |   0     0 | 25  280    0   41    0
Sep 29 06:22:12 ubuntu dstat.sh[108377]: 29-09 06:22:12| 24   3  71   0   0|4658M  192M  181M 2765M|  11k 1510 |   0    40k|   0  3.99 |1751  2619 |1.96 1.98 1.37|1.0   0 1.0|   0     0 |   0     0 | 25  280    0   41    0
Sep 29 06:22:13 ubuntu dstat.sh[108377]: 29-09 06:22:13| 26   3  70   0   1|4666M  183M  181M 2765M| 246k  239k|   0     0 |   0     0 |2516  5027 |1.96 1.98 1.37|3.0   0   0|   0     0 |   0     0 | 25  282    0   33    0
Sep 29 06:22:14 ubuntu dstat.sh[108377]: 29-09 06:22:14| 10   3  87   0   0|4608M  242M  181M 2765M|  48k   37k|   0   236k|   0  26.0 |1997  3124 |1.88 1.96 1.37|2.0   0  15|   0     0 |   0     0 | 25  280    0   33    0
Sep 29 06:22:15 ubuntu dstat.sh[108377]: 29-09 06:22:15| 18   4  78   0   0|4643M  207M  181M 2765M|  12k 1622 |   0   148k|   0  9.01 |1913  2812 |1.88 1.96 1.37|1.0   0  10|   0     0 |   0     0 | 25  280    0   32    0
Sep 29 06:22:16 ubuntu dstat.sh[108377]: 29-09 06:22:16| 24   4  70   0   0|4665M  185M  181M 2765M| 108k   87k|   0    32k|   0  3.99 |2208  3328 |1.88 1.96 1.37|1.0   0   0|   0     0 |   0     0 | 25  282    0   32    0
Sep 29 06:22:17 ubuntu dstat.sh[108377]: 29-09 06:22:17| 20   3  74   2   0|4606M  243M  181M 2765M| 196k  183k|  16k 2547k|1.00   172 |3406  6024 |1.88 1.96 1.37|1.0   0  33|   0     0 |   0     0 | 25  282    0   32    0
Sep 29 06:22:18 ubuntu dstat.sh[108377]: 29-09 06:22:18| 12   3  85   0   0|4653M  195M  181M 2766M|  16k 5495 |   0   228k|   0  19.0 |1907  2801 |1.88 1.96 1.37|2.0   0  13|   0     0 |   0     0 | 25  284    0   32    0
Sep 29 06:22:19 ubuntu dstat.sh[108377]: 29-09 06:22:19| 26   5  68   0   0|4671M  178M  181M 2766M|  13k 5208 |   0  3027k|   0   336 |2871  3278 |1.81 1.94 1.37|1.0   0 2.0|   0     0 |   0     0 | 25  285    0   29    0
Sep 29 06:22:20 ubuntu dstat.sh[108377]: 29-09 06:22:20| 30   4  65   0   0|4612M  237M  181M 2765M| 277k  267k|   0  8197B|   0  2.00 |3471  5940 |1.81 1.94 1.37|  0   0  13|   0     0 |   0     0 | 25  284    0   31    0
Sep 29 06:22:21 ubuntu dstat.sh[108377]: 29-09 06:22:21|  3   1  95   0   0|4612M  238M  181M 2765M|  15k 1512 |   0     0 |   0     0 |1634  2656 |1.81 1.94 1.37|2.0   0 9.0|   0     0 |   0     0 | 25  284    0   28    0
Sep 29 06:22:22 ubuntu dstat.sh[108377]: 29-09 06:22:22| 24   4  71   0   0|4661M  188M  181M 2765M|  11k 1619 |   0    88k|   0  4.00 |1772  2596 |1.81 1.94 1.37|3.0   0 1.0|   0     0 |   0     0 | 25  284    0   28    0
Sep 29 06:22:23 ubuntu dstat.sh[108377]: 29-09 06:22:23| 28   3  70   0   0|4670M  179M  181M 2765M| 286k  270k|   0     0 |   0     0 |3097  5240 |1.81 1.94 1.37|1.0   0   0|   0     0 |   0     0 | 25  284    0   23    0
Sep 29 06:22:24 ubuntu dstat.sh[108377]: 29-09 06:22:24|  9   2  88   0   0|4613M  237M  181M 2765M|  19k 8781 |   0   252k|   0  28.0 |2003  3149 |1.67 1.91 1.36|  0   0  15|   0     0 |   0     0 | 25  284    0   23    0
Sep 29 06:22:25 ubuntu dstat.sh[108377]: 29-09 06:22:25| 18   4  77   0   0|4647M  202M  181M 2765M|  14k 5382 |   0   168k|   0  14.0 |1887  2702 |1.67 1.91 1.36|4.0   0  10|   0     0 |   0     0 | 25  284    0   23    0
Sep 29 06:22:26 ubuntu dstat.sh[108377]: 29-09 06:22:26| 25   4  70   1   0|4669M  180M  181M 2765M|  98k   88k|   0   212k|   0  16.0 |2412  3683 |1.67 1.91 1.36|1.0   0   0|   0     0 |   0     0 | 25  284    0   24    0
Sep 29 06:22:27 ubuntu dstat.sh[108377]: 29-09 06:22:27| 27   4  68   0   0|4631M  217M  181M 2765M| 194k  185k|  16k  208k|1.00  16.0 |2959  4900 |1.67 1.91 1.36|1.0   0  16|   0     0 |   0     0 | 25  284    0   24    0
Sep 29 06:22:28 ubuntu dstat.sh[108377]: 29-09 06:22:28| 25   8  66   0   0|4655M  194M  181M 2765M|  20k 1894 | 511k  116k|3.99  6.99 |2069  2711 |1.67 1.91 1.36|1.0   0  14|   0     0 |   0     0 | 25  284    0   24    0
Sep 29 06:22:29 ubuntu dstat.sh[108377]: 29-09 06:22:29| 43   9  47   0   0|4681M  168M  181M 2765M|9568  1843 | 256k  208k|2.00  14.0 |2166  2676 |1.69 1.91 1.37|2.0   0 8.0|   0     0 |   0     0 | 25  284    0   23    0
Sep 29 06:22:30 ubuntu dstat.sh[108377]: 29-09 06:22:30| 32   4  64   0   0|4670M  178M  181M 2765M| 221k  211k| 256k   40k|2.00  4.00 |2762  5154 |1.69 1.91 1.37|1.0   0 1.0|   0     0 |   0     0 | 25  286    0   23    0
Sep 29 06:22:31 ubuntu dstat.sh[108377]: 29-09 06:22:31| 11   2  85   0   0|4612M  237M  181M 2765M|  79k   70k|  80k  148k|5.00  12.0 |2099  3717 |1.69 1.91 1.37|  0   0  14|   0     0 |   0     0 | 25  284    0   22    0
Sep 29 06:22:32 ubuntu dstat.sh[108377]: 29-09 06:22:32| 18   3  78   0   0|4639M  210M  181M 2765M|  17k 8845 |   0    40k|   0  4.00 |1801  2625 |1.69 1.91 1.37|5.0   0  10|   0     0 |   0     0 | 25  284    0   22    0
Sep 29 06:22:33 ubuntu dstat.sh[108377]: 29-09 06:22:33| 25   3  71   0   0|4668M  181M  181M 2765M|  93k   84k|   0   184k|   0  11.0 |2061  3505 |1.69 1.91 1.37|1.0   0   0|   0     0 |   0     0 | 25  284    0   22    0
Sep 29 06:22:34 ubuntu dstat.sh[108377]: 29-09 06:22:34| 14   2  82   0   0|4609M  239M  181M 2766M| 214k  204k|  56k  252k|5.00  24.0 |2117  4937 |1.64 1.90 1.36|  0   0  15|   0     0 |   0     0 | 25  284    0   24    0
Sep 29 06:22:35 ubuntu dstat.sh[108377]: 29-09 06:22:35| 14   3  83   0   0|4638M  211M  181M 2766M|  15k 3749 |   0   116k|   0  8.00 |1840  2700 |1.64 1.90 1.36|1.0   0  10|   0     0 |   0     0 | 25  284    0   23    0
