-- Logs begin at Mon 2022-12-12 19:29:47 UTC, end at Wed 2022-12-14 10:41:50 UTC. --
Dec 14 10:01:47 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Dec 14 10:01:48 ubuntu dstat.sh[83142]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Dec 14 10:01:48 ubuntu dstat.sh[83142]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Dec 14 10:13:46 ubuntu dstat.sh[83142]: 14-12 10:13:46|  3   2  93   0   0|5148M  243M  181M 2288M| 104k 5432 |   0    71M|   0   265 |2184  2791 |1.15 1.60 1.28|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:13:47 ubuntu dstat.sh[83142]: 14-12 10:13:47|  4   2  92   1   0|5149M  242M  181M 2288M| 110k   13k|   0  1832k|   0  47.0 |2116  3461 |1.15 1.60 1.28|  0   0 2.0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:13:48 ubuntu dstat.sh[83142]: 14-12 10:13:48|  3   1  94   0   0|5149M  242M  181M 2288M|  97k 8038 |   0   100k|   0  16.0 |1830  3037 |1.15 1.60 1.28|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:13:49 ubuntu dstat.sh[83142]: 14-12 10:13:49|  3   1  94   0   0|5149M  242M  181M 2288M| 102k 7838 |   0   168k|   0  11.0 |1789  2917 |1.15 1.60 1.28|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:13:50 ubuntu dstat.sh[83142]: 14-12 10:13:50|  3   1  95   0   1|5149M  242M  181M 2288M|  79k 2610 |   0    32k|   0  4.00 |1687  2740 |1.15 1.60 1.28|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:13:51 ubuntu dstat.sh[83142]: 14-12 10:13:51|  4   2  91   1   0|5149M  242M  181M 2288M|  88k   14k|   0    44M|   0   184 |2456  3719 |1.22 1.61 1.28|2.0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:13:52 ubuntu dstat.sh[83142]: 14-12 10:13:52|  4   1  93   0   0|5149M  242M  181M 2288M|  88k   12k|   0   156k|   0  19.0 |1867  3093 |1.22 1.61 1.28|  0   0   0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:13:53 ubuntu dstat.sh[83142]: 14-12 10:13:53|  3   1  94   0   0|5149M  242M  181M 2288M|  97k 4431 |   0   136k|   0  14.0 |1740  2773 |1.22 1.61 1.28|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:13:54 ubuntu dstat.sh[83142]: 14-12 10:13:54|  4   0  93   0   0|5150M  241M  181M 2288M| 111k   10k|   0   208k|   0  26.0 |2019  3207 |1.22 1.61 1.28|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:13:55 ubuntu dstat.sh[83142]: 14-12 10:13:55|  3   1  94   0   0|5149M  242M  181M 2288M|  99k 9364 |   0   224k|   0  27.0 |2271  3279 |1.22 1.61 1.28|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:13:56 ubuntu dstat.sh[83142]: 14-12 10:13:56|  3   1  95   0   1|5150M  241M  181M 2288M| 105k 3104 |   0  2477k|   0  27.1 |1750  2700 |1.12 1.58 1.27|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:13:57 ubuntu dstat.sh[83142]: 14-12 10:13:57|  3   2  93   0   0|5150M  241M  181M 2288M| 104k   12k|   0   531k|   0  35.9 |2035  3327 |1.12 1.58 1.27|  0   0 2.0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:13:58 ubuntu dstat.sh[83142]: 14-12 10:13:58|  4   1  94   0   0|5150M  241M  181M 2288M| 102k   10k|   0   104k|   0  17.0 |1868  2997 |1.12 1.58 1.27|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:13:59 ubuntu dstat.sh[83142]: 14-12 10:13:59|  3   1  94   0   0|5150M  241M  182M 2288M| 112k 4025 |   0   172k|   0  12.0 |1733  2718 |1.12 1.58 1.27|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:14:00 ubuntu dstat.sh[83142]: 14-12 10:14:00|  3   1  94   0   0|5150M  241M  182M 2288M| 118k   10k|   0    64k|   0  4.00 |1750  2779 |1.12 1.58 1.27|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:14:01 ubuntu dstat.sh[83142]: 14-12 10:14:01|  4   2  92   0   0|5150M  241M  182M 2288M| 137k   16k|   0  2382k|   0  46.0 |2091  3425 |1.11 1.57 1.27|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:14:02 ubuntu dstat.sh[83142]: 14-12 10:14:02|  4   1  94   0   1|5150M  241M  182M 2288M| 119k 9630 |   0   252k|   0  14.0 |1974  3032 |1.11 1.57 1.27|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:14:03 ubuntu dstat.sh[83142]: 14-12 10:14:03|  3   1  95   0   0|5150M  241M  182M 2288M|  75k 3663 |   0     0 |   0     0 |1681  2606 |1.11 1.57 1.27|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:14:04 ubuntu dstat.sh[83142]: 14-12 10:14:04|  5   1  93   0   0|5150M  241M  182M 2288M|  99k   13k|   0   116k|   0  14.0 |1912  3066 |1.11 1.57 1.27|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:14:05 ubuntu dstat.sh[83142]: 14-12 10:14:05|  4   1  93   0   0|5150M  241M  182M 2288M|  97k   11k|   0   192k|   0  26.0 |2320  3410 |1.11 1.57 1.27|  0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:14:06 ubuntu dstat.sh[83142]: 14-12 10:14:06|  3   2  94   1   0|5151M  240M  182M 2288M| 105k 4200 |4096B   16k|1.00  4.00 |1664  2613 |1.02 1.55 1.26|1.0   0   0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:14:07 ubuntu dstat.sh[83142]: 14-12 10:14:07|  9   5  85   1   0|5160M  230M  182M 2289M|  91k   14k|   0  1208k|   0  92.0 |2339  3632 |1.02 1.55 1.26|  0   0 6.0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:14:08 ubuntu dstat.sh[83142]: 14-12 10:14:08| 19   4  76   0   0|5194M  196M  182M 2289M| 119k 8516 |   0   160k|   0  16.0 |2442  3572 |1.02 1.55 1.26|1.0   0 3.0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:14:09 ubuntu dstat.sh[83142]: 14-12 10:14:09| 27   8  65   0   1|5187M  203M  182M 2288M|  96k 2800 | 255k  207k|1.99  12.0 |2216  3117 |1.02 1.55 1.26|3.0   0 4.0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:14:10 ubuntu dstat.sh[83142]: 14-12 10:14:10| 24   6  71   0   0|5190M  201M  182M 2288M| 103k 3585 | 256k   68k|2.00  7.00 |2054  3010 |1.02 1.55 1.26|1.0   0 5.0|   0     0 |   0     0 | 25  316    0   19    0
Dec 14 10:14:11 ubuntu dstat.sh[83142]: 14-12 10:14:11| 23   5  70   0   0|5190M  200M  182M 2288M| 101k   15k| 512k  152k|4.00  23.0 |2316  3495 |1.02 1.54 1.26|2.0   0 4.0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:12 ubuntu dstat.sh[83142]: 14-12 10:14:12| 11   2  85   1   0|5154M  236M  182M 2288M|  89k   21k|   0  4614k|   0   318 |2493  3321 |1.02 1.54 1.26|1.0   0 1.0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:13 ubuntu dstat.sh[83142]: 14-12 10:14:13|  3   1  95   0   0|5154M  236M  182M 2288M|  82k 4667 |   0     0 |   0     0 |1725  2723 |1.02 1.54 1.26|  0   0   0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:14 ubuntu dstat.sh[83142]: 14-12 10:14:14|  6   1  90   0   1|5155M  236M  182M 2288M| 117k   38k|   0   148k|   0  16.0 |2015  3323 |1.02 1.54 1.26|  0   0   0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:15 ubuntu dstat.sh[83142]: 14-12 10:14:15|  4   1  93   0   0|5154M  236M  182M 2288M| 103k   12k|   0   316k|   0  40.0 |2222  3140 |1.02 1.54 1.26|1.0   0   0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:16 ubuntu dstat.sh[83142]: 14-12 10:14:16|  2   1  95   0   0|5154M  236M  182M 2288M| 108k 2877 |   0     0 |   0     0 |1634  2668 |0.94 1.51 1.26|2.0   0   0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:17 ubuntu dstat.sh[83142]: 14-12 10:14:17|  4   2  92   0   0|5154M  236M  182M 2288M| 142k   28k|   0   472k|   0  38.0 |2274  3623 |0.94 1.51 1.26|  0   0 2.0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:18 ubuntu dstat.sh[83142]: 14-12 10:14:18|  2   1  93   0   0|5154M  236M  182M 2288M| 135k 8814 |   0   212k|   0  28.0 |2018  3224 |0.94 1.51 1.26|  0   0   0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:19 ubuntu dstat.sh[83142]: 14-12 10:14:19| 11   2  87   0   0|5154M  236M  182M 2289M| 211k  104k|   0   244k|   0  17.0 |3059  5914 |0.94 1.51 1.26|  0   0   0|   0     0 |   0     0 | 25  316    0   22    0
Dec 14 10:14:20 ubuntu dstat.sh[83142]: 14-12 10:14:20|  3   1  94   0   1|5154M  236M  182M 2289M|  92k 5768 |   0     0 |   0     0 |1757  2799 |0.94 1.51 1.26|  0   0   0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:21 ubuntu dstat.sh[83142]: 14-12 10:14:21|  4   1  93   0   0|5155M  235M  182M 2288M| 134k   17k|   0   216k|   0  37.0 |2272  3496 |0.94 1.50 1.25|  0   0   0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:22 ubuntu dstat.sh[83142]: 14-12 10:14:22|  4   1  92   1   0|5155M  235M  182M 2289M|  98k   12k|   0   568k|   0  51.0 |2080  3371 |0.94 1.50 1.25|  0   0   0|   0     0 |   0     0 | 25  316    0   21    0
Dec 14 10:14:23 ubuntu dstat.sh[83142]: 14-12 10:14:23|  3   1  95   0   0|5155M  235M  182M 2289M|  91k 2846 |   0     0 |   0     0 |1683  2634 |0.94 1.50 1.25|  0   0   0|   0     0 |   0     0 | 25  316    0   21    0
Dec 14 10:14:24 ubuntu dstat.sh[83142]: 14-12 10:14:24|  3   1  93   0   0|5155M  235M  182M 2289M|  98k 9438 |   0    96k|   0  17.0 |1932  3087 |0.94 1.50 1.25|  0   0   0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:25 ubuntu dstat.sh[83142]: 14-12 10:14:25|  3   1  94   0   1|5155M  235M  182M 2289M| 104k 7760 |   0   172k|   0  21.0 |2147  3134 |0.94 1.50 1.25|1.0   0   0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:26 ubuntu dstat.sh[83142]: 14-12 10:14:26|  3   1  95   0   0|5155M  235M  182M 2289M| 113k 3734 |   0   104k|   0  8.00 |1756  2808 |0.87 1.48 1.25|  0   0   0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:27 ubuntu dstat.sh[83142]: 14-12 10:14:27|  5   0  93   0   0|5155M  235M  182M 2289M|  77k   12k|   0   548k|   0  44.0 |2052  3326 |0.87 1.48 1.25|  0   0 2.0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:28 ubuntu dstat.sh[83142]: 14-12 10:14:28|  4   1  94   0   0|5155M  235M  182M 2289M|  82k 9925 |   0    80k|   0  12.0 |1980  3221 |0.87 1.48 1.25|  0   0   0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:29 ubuntu dstat.sh[83142]: 14-12 10:14:29|  3   1  94   0   0|5155M  235M  182M 2289M|  95k 5122 |   0   216k|   0  18.0 |1819  2825 |0.87 1.48 1.25|  0   0   0|   0     0 |   0     0 | 25  316    0   20    0
Dec 14 10:14:30 ubuntu dstat.sh[83142]: 14-12 10:14:30|  3   1  95   0   0|5155M  235M  182M 2289M| 105k 4503 |   0    88k|   0  7.00 |1688  2712 |0.87 1.48 1.25|  0   0   0|   0     0 |   0     0 | 25  316    0   14    0
Dec 14 10:14:31 ubuntu dstat.sh[83142]: 14-12 10:14:31|  4   2  93   1   1|5155M  235M  182M 2289M| 113k   15k|   0   160k|   0  24.0 |1969  3307 |0.80 1.45 1.24|  0   0   0|   0     0 |   0     0 | 25  316    0   14    0
Dec 14 10:14:32 ubuntu dstat.sh[83142]: 14-12 10:14:32|  4   1  93   0   0|5155M  235M  182M 2289M| 126k   12k|   0   376k|   0  34.0 |2024  3227 |0.80 1.45 1.24|  0   0   0|   0     0 |   0     0 | 25  316    0   10    0
Dec 14 10:14:33 ubuntu dstat.sh[83142]: 14-12 10:14:33|  4   1  95   0   0|5154M  235M  182M 2289M| 115k 4145 |   0     0 |   0     0 |1627  2610 |0.80 1.45 1.24|  0   0   0|   0     0 |   0     0 | 25  316    0   10    0
Dec 14 10:14:34 ubuntu dstat.sh[83142]: 14-12 10:14:34|  5   2  91   1   0|5155M  235M  182M 2289M| 124k   23k|   0   232k|   0  32.0 |2176  3452 |0.80 1.45 1.24|  0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:35 ubuntu dstat.sh[83142]: 14-12 10:14:35|  4   2  93   1   0|5155M  235M  182M 2289M| 105k 9364 |   0   264k|   0  32.0 |2258  3351 |0.80 1.45 1.24|  0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:36 ubuntu dstat.sh[83142]: 14-12 10:14:36|  4   1  94   0   0|5155M  235M  182M 2289M|  75k 3010 |   0   104k|   0  8.00 |1693  2787 |0.73 1.43 1.23|1.0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:37 ubuntu dstat.sh[83142]: 14-12 10:14:37|  4   3  91   0   0|5169M  220M  182M 2289M|  91k   18k|   0   532k|   0  41.0 |2196  3469 |0.73 1.43 1.23|2.0   0 2.0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:38 ubuntu dstat.sh[83142]: 14-12 10:14:38|  6   2  90   0   0|5155M  235M  182M 2289M|  70k 7451 |   0   132k|   0  16.0 |1943  3067 |0.73 1.43 1.23|  0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:39 ubuntu dstat.sh[83142]: 14-12 10:14:39|  3   1  95   0   0|5155M  235M  182M 2289M|  68k 2569 |   0   168k|   0  11.0 |1666  2751 |0.73 1.43 1.23|  0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:40 ubuntu dstat.sh[83142]: 14-12 10:14:40|  3   1  95   0   0|5155M  235M  182M 2289M|  36k 2648 |   0    32k|   0  4.00 |1677  2765 |0.73 1.43 1.23|3.0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:41 ubuntu dstat.sh[83142]: 14-12 10:14:41|  4   1  93   1   1|5155M  235M  182M 2289M|  57k   15k|   0   164k|   0  26.0 |1913  3206 |0.68 1.40 1.23|  0   0   0|   0     0 |   0     0 | 25  316    0    9    0
Dec 14 10:14:42 ubuntu dstat.sh[83142]: 14-12 10:14:42|  3   1  93   1   0|5155M  235M  182M 2289M|  51k 8461 |   0  2438k|   0   356 |2474  3117 |0.68 1.40 1.23|  0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:43 ubuntu dstat.sh[83142]: 14-12 10:14:43|  3   1  94   0   0|5155M  235M  182M 2289M|  51k 4715 |   0     0 |   0     0 |1621  2748 |0.68 1.40 1.23|  0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:44 ubuntu dstat.sh[83142]: 14-12 10:14:44|  4   1  94   1   0|5155M  235M  182M 2289M|  49k 9581 |   0   124k|   0  18.0 |1908  3231 |0.68 1.40 1.23|  0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:45 ubuntu dstat.sh[83142]: 14-12 10:14:45|  8   3  85   0   0|5156M  234M  182M 2289M|  61k 9529 |   0   208k|   0  27.0 |2902  5805 |0.68 1.40 1.23|  0   0  34|   0     0 |   0     0 | 25  316    0    9    0
Dec 14 10:14:46 ubuntu dstat.sh[83142]: 14-12 10:14:46|  2   0  95   0   0|5156M  234M  182M 2289M|  61k 2611 |   0     0 |   0     0 |1593  2581 |0.62 1.38 1.22|1.0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:47 ubuntu dstat.sh[83142]: 14-12 10:14:47|  3   2  92   1   0|5156M  234M  182M 2289M|  56k   14k|   0   532k|   0  45.0 |2092  3516 |0.62 1.38 1.22|  0   0 2.0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:48 ubuntu dstat.sh[83142]: 14-12 10:14:48|  4   0  94   0   1|5156M  234M  182M 2289M|  69k 7286 |   0   236k|   0  28.0 |1909  3178 |0.62 1.38 1.22|  0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:49 ubuntu dstat.sh[83142]: 14-12 10:14:49|  3   1  94   0   0|5155M  234M  182M 2289M|  73k 6462 |   0   168k|   0  11.0 |1714  2776 |0.62 1.38 1.22|  0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:50 ubuntu dstat.sh[83142]: 14-12 10:14:50|  1   1  95   0   0|5156M  234M  182M 2289M|  84k 3270 |   0    32k|   0  4.00 |1679  2792 |0.62 1.38 1.22|  0   0   0|   0     0 |   0     0 | 25  316    0    8    0
Dec 14 10:14:51 ubuntu dstat.sh[83142]: 14-12 10:14:51| 10   5  79   5   0|5193M  189M  182M 2295M|  54k   13k|7139k  128k|79.0  22.0 |4170  7776 |0.73 1.39 1.22|1.0   0 1.0|   0     0 |   0     0 | 25  315    0    8    1
Dec 14 10:14:52 ubuntu dstat.sh[83142]: 14-12 10:14:52| 13   3  76   6   0|5224M  151M  182M 2303M|  17k   11k|7858k  432k|95.0  37.0 |2729  4347 |0.73 1.39 1.22|  0   0 1.0|   0     0 |   0     0 | 25  316    0    9    1
Dec 14 10:14:53 ubuntu dstat.sh[83142]: 14-12 10:14:53|  3   1  94   0   1|5225M  149M  182M 2303M|  16k 4078 |   0    96k|   0  4.00 |1664  2737 |0.73 1.39 1.22|  0   0   0|   0     0 |   0     0 | 25  316    0    8    1
Dec 14 10:14:54 ubuntu dstat.sh[83142]: 14-12 10:14:54| 13   4  78   4   0|5154M  213M  182M 2311M|  26k 9134 |7894k  736k|82.0  29.0 |2311  3590 |0.73 1.39 1.22|1.0   0  16|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:14:55 ubuntu dstat.sh[83142]: 14-12 10:14:55| 21   7  70   1   0|5160M  206M  182M 2312M|  15k 8594 |1144k  352k|17.0  30.0 |3858  6172 |0.73 1.39 1.22|1.0   0  61|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:14:56 ubuntu dstat.sh[83142]: 14-12 10:14:56| 24   4  71   1   0|5185M  180M  182M 2312M|  10k 1848 | 265k  116k|10.0  7.02 |1920  2884 |0.75 1.38 1.22|1.0   0 3.0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:14:57 ubuntu dstat.sh[83142]: 14-12 10:14:57| 11   5  70  12   0|5178M  178M  183M 2320M|  19k   13k|3933k 1239k| 743  38.0 |3726  4784 |0.75 1.38 1.22|3.0   0 3.0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:14:58 ubuntu dstat.sh[83142]: 14-12 10:14:58| 10   7  69  13   0|5177M  164M  183M 2333M|  19k   10k|6850k 1810k|1101  24.0 |3905  5336 |0.75 1.38 1.22|  0 1.0   0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:14:59 ubuntu dstat.sh[83142]: 14-12 10:14:59| 12   6  71  11   1|5177M  123M  184M 2372M|9578  1714 |  22M 1392k| 917  21.0 |3721  4616 |0.75 1.38 1.22|1.0   0   0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:15:00 ubuntu dstat.sh[83142]: 14-12 10:15:00|  5  16  65  14   0|5177M  117M  180M 2391M|  12k 1613 | 125M 1203k|1364  5.98 |4503  4216 |0.75 1.38 1.22|2.0   0   0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:15:01 ubuntu dstat.sh[83142]: 14-12 10:15:01| 16   8  55  19   0|5198M  117M  178M 2373M|  22k   16k|  23M  996k| 257  45.2 |2567  3544 |0.85 1.39 1.23|1.0   0 2.0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:15:02 ubuntu dstat.sh[83142]: 14-12 10:15:02| 26   6  65   1   0|5205M  122M  178M 2362M|  26k   11k|  44k  850k|3.99  33.9 |9400    23k|0.85 1.39 1.23|2.0   0 9.0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:15:03 ubuntu dstat.sh[83142]: 14-12 10:15:03| 24   3  71   0   0|5180M  147M  178M 2362M|7587  1855 |   0   188k|   0  1.00 |1920  2774 |0.85 1.39 1.23|2.0   0 3.0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:15:04 ubuntu dstat.sh[83142]: 14-12 10:15:04| 28   2  69   0   0|5200M  126M  178M 2362M|  18k   13k|   0   538k|   0  20.1 |2131  3110 |0.85 1.39 1.23|2.0   0 2.0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:15:05 ubuntu dstat.sh[83142]: 14-12 10:15:05| 28   3  65   0   0|5211M  127M  178M 2352M|  15k 8499 |   0   308k|   0  30.0 |  12k   24k|0.85 1.39 1.23|2.0   0 5.0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:15:06 ubuntu dstat.sh[83142]: 14-12 10:15:06| 22   7  69   0   0|5211M  125M  178M 2353M|7387  2063 |  20k 1189k|1.99  16.0 |3389  5699 |0.87 1.39 1.23|3.0   0 7.0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:15:07 ubuntu dstat.sh[83142]: 14-12 10:15:07| 30   9  55   3   0|5217M  128M  178M 2344M|  20k   12k|  80k  105M|8.01   669 |  20k   42k|0.87 1.39 1.23|3.0   0 6.0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:15:08 ubuntu dstat.sh[83142]: 14-12 10:15:08| 42  17  39   0   0|5270M  119M  178M 2303M|  12k 6838 |8186B 2222k|1.00  54.0 |  14k   29k|0.87 1.39 1.23|2.0   0  10|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:15:09 ubuntu dstat.sh[83142]: 14-12 10:15:09| 48  12  39   0   0|5262M  156M  177M 2276M|6308  1623 | 260k 1639k|3.01  14.0 |3859  5928 |0.87 1.39 1.23|2.0   0 4.0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:15:10 ubuntu dstat.sh[83142]: 14-12 10:15:10| 43   7  48   0   0|5221M  222M  177M 2251M|7839  1732 | 292k  316k|4.00  4.00 |2484  3652 |0.87 1.39 1.23|2.0   0 5.0|   0     0 |   0     0 | 25  315    0    8    0
Dec 14 10:15:11 ubuntu dstat.sh[83142]: 14-12 10:15:11| 44   8  47   0   0|5224M  191M  178M 2279M|  20k   14k| 511k 1636k|3.99  23.0 |2344  3279 |0.96 1.40 1.23|4.0   0 4.0|   0     0 |   0     0 | 25  315    0    9    0
Dec 14 10:15:12 ubuntu dstat.sh[83142]: 14-12 10:15:12| 27   5  68   0   0|5200M  208M  178M 2285M|  24k   18k|   0  1577k|   0  33.0 |2032  3215 |0.96 1.40 1.23|2.0   0   0|   0     0 |   0     0 | 25  315    0    9    0
Dec 14 10:15:13 ubuntu dstat.sh[83142]: 14-12 10:15:13| 24   6  69   1   0|5192M  212M  178M 2289M|  12k 3928 |   0   136M|   0   301 |2206  2641 |0.96 1.40 1.23|2.0   0   0|   0     0 |   0     0 | 25  315    0    7    0
Dec 14 10:15:14 ubuntu dstat.sh[83142]: 14-12 10:15:14| 26   4  69   0   0|5193M  205M  178M 2295M|  21k   16k|   0  1221k|   0  19.0 |2027  2968 |0.96 1.40 1.23|2.0   0   0|   0     0 |   0     0 | 25  315    0    7    0
Dec 14 10:15:15 ubuntu dstat.sh[83142]: 14-12 10:15:15| 21   8  70   0   0|5192M  195M  181M 2299M|  26k 8498 |4099B 2722k|1.00  37.0 |2380  3310 |0.96 1.40 1.23|2.0   0   0|   0     0 |   0     0 | 25  315    0    7    0
Dec 14 10:15:16 ubuntu dstat.sh[83142]: 14-12 10:15:16| 21   9  70   0   0|5164M  469M  181M 2059M|8060  1681 |   0     0 |   0     0 |1829  2786 |1.04 1.41 1.23|2.0   0 3.0|   0     0 |   0     0 | 25  315    0    7    0
Dec 14 10:15:17 ubuntu dstat.sh[83142]: 14-12 10:15:17| 30   5  63   0   0|5171M  461M  181M 2059M|  19k   13k|   0  4440k|   0  51.0 |9631    24k|1.04 1.41 1.23|3.0   0 9.0|   0     0 |   0     0 | 25  315    0    7    0
Dec 14 10:15:18 ubuntu dstat.sh[83142]: 14-12 10:15:18| 31   8  58   0   0|5176M  457M  181M 2059M|  13k 6260 |   0   156k|   0  17.0 |  21k   52k|1.04 1.41 1.23|3.0   0 3.0|   0     0 |   0     0 | 25  315    0    7    0
Dec 14 10:15:19 ubuntu dstat.sh[83142]: 14-12 10:15:19| 35  11  54   1   0|5188M  418M  181M 2086M| 297k  290k|   0  1432k|   0  26.0 |7331    17k|1.04 1.41 1.23|1.0   0 5.0|   0     0 |   0     0 | 25  315    0    6    0
Dec 14 10:15:20 ubuntu dstat.sh[83142]: 14-12 10:15:20| 21   7  71   0   0|5190M  390M  181M 2112M|  11k 1622 |   0   188k|   0  1.00 |1903  2749 |1.04 1.41 1.23|1.0   0 2.0|   0     0 |   0     0 | 25  315    0    6    0
Dec 14 10:15:21 ubuntu dstat.sh[83142]: 14-12 10:15:21| 23   6  70   0   0|5199M  372M  181M 2120M|  20k   12k|   0  2923k|   0  28.9 |2227  3226 |1.04 1.40 1.23|1.0   0   0|   0     0 |   0     0 | 25  315    0    6    0
Dec 14 10:15:22 ubuntu dstat.sh[83142]: 14-12 10:15:22| 25   6  69   0   0|5193M  372M  181M 2126M|  19k   11k|   0  1392k|   0  38.0 |2151  3129 |1.04 1.40 1.23|1.0   0   0|   0     0 |   0     0 | 25  315    0    7    0
Dec 14 10:15:23 ubuntu dstat.sh[83142]: 14-12 10:15:23| 24   4  71   0   0|5194M  366M  181M 2131M|7203  1854 |   0     0 |   0     0 |1690  2576 |1.04 1.40 1.23|1.0   0   0|   0     0 |   0     0 | 25  315    0    6    0
Dec 14 10:15:24 ubuntu dstat.sh[83142]: 14-12 10:15:24| 30   5  63   1   0|5146M  410M  181M 2134M|  19k   11k|  20k 1051k|3.01  31.1 |2305  3527 |1.04 1.40 1.23|3.0   0  17|   0     0 |   0     0 | 25  315    0    7    0
Dec 14 10:15:25 ubuntu dstat.sh[83142]: 14-12 10:15:25| 71  12  16   0   0|4702M  854M  181M 2135M|  19k   13k|  76k  720k|2.00  33.0 |4330  6671 |1.04 1.40 1.23|5.0   0  27|   0     0 |   0     0 | 25  276    0   13    0
