-- Logs begin at Sat 2023-08-05 00:30:40 UTC, end at Sat 2023-08-05 02:02:27 UTC. --
Aug 05 01:25:59 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 05 01:25:59 ubuntu dstat.sh[106609]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 05 01:25:59 ubuntu dstat.sh[106609]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 05 01:43:20 ubuntu dstat.sh[106609]: 05-08 01:43:20| 59  11  26   2   0|5758M  336M  183M 1592M| 558k  549k| 278k   11M|22.0   301 |6907    11k|3.08 1.90 1.47|2.0   0  26|   0     0 |   0     0 | 26  416    0   54    2
Aug 05 01:43:21 ubuntu dstat.sh[106609]: 05-08 01:43:21| 52   6  39   2   0|5776M  318M  183M 1592M| 577k  566k| 120k 1543k|2.00   163 |5559    11k|3.08 1.90 1.47|2.0   0  18|   0     0 |   0     0 | 26  417    0   55    2
Aug 05 01:43:22 ubuntu dstat.sh[106609]: 05-08 01:43:22| 39   2  57   1   0|5780M  313M  184M 1592M| 284k  274k|  56k 2485k|5.98   238 |4487  7873 |3.08 1.90 1.47|3.0   0   0|   0     0 |   0     0 | 26  417    0   54    2
Aug 05 01:43:23 ubuntu dstat.sh[106609]: 05-08 01:43:23| 57  16  22   3   0|5637M  456M  184M 1592M|1008k 1000k|  44k 2430k|3.01   209 |6655    12k|4.03 2.12 1.54|3.0   0  70|   0     0 |   0     0 | 25  416    0   55    2
Aug 05 01:43:24 ubuntu dstat.sh[106609]: 05-08 01:43:24| 24   4  66   2   0|5633M  459M  184M 1592M| 415k  407k| 124k 2996k|8.96   265 |4985  8608 |4.03 2.12 1.54|  0   0 2.0|   0     0 |   0     0 | 25  416    0   53    2
Aug 05 01:43:25 ubuntu dstat.sh[106609]: 05-08 01:43:25| 15   1  82   1   0|5634M  458M  184M 1592M| 184k  174k|  60k 1051k|7.02  65.2 |2407  3874 |4.03 2.12 1.54|2.0   0   0|   0     0 |   0     0 | 25  418    0   53    2
Aug 05 01:43:26 ubuntu dstat.sh[106609]: 05-08 01:43:26| 29   3  65   1   0|5634M  458M  184M 1592M| 505k  495k|   0  1003k|   0  87.9 |3367  5313 |4.03 2.12 1.54|1.0   0 1.0|   0     0 |   0     0 | 25  418    0   51    2
Aug 05 01:43:27 ubuntu dstat.sh[106609]: 05-08 01:43:27| 30   4  64   2   0|5617M  475M  184M 1592M| 453k  436k|   0  1489k|   0   152 |3829  6233 |4.03 2.12 1.54|9.0   0   0|   0     0 |   0     0 | 25  418    0   53    2
Aug 05 01:43:28 ubuntu dstat.sh[106609]: 05-08 01:43:28| 29   6  60   5   0|5617M  474M  185M 1593M| 469k  461k| 136k 8551k|7.01   636 |6687    11k|3.87 2.11 1.54|2.0   0   0|   0     0 |   0     0 | 25  417    0   57    2
Aug 05 01:43:29 ubuntu dstat.sh[106609]: 05-08 01:43:29| 26   5  64   2   0|5617M  473M  185M 1593M| 520k  509k| 236k 1867k|18.0   188 |5171  9658 |3.87 2.11 1.54|1.0   0   0|   0     0 |   0     0 | 25  418    0   60    2
Aug 05 01:43:30 ubuntu dstat.sh[106609]: 05-08 01:43:30| 28   2  67   2   1|5617M  473M  185M 1594M| 471k  462k|   0  2096k|   0   190 |4133  6955 |3.87 2.11 1.54|2.0   0   0|   0     0 |   0     0 | 25  418    0   60    2
Aug 05 01:43:31 ubuntu dstat.sh[106609]: 05-08 01:43:31| 28   3  65   2   0|5617M  473M  185M 1594M| 577k  567k|   0  2010k|   0   230 |4269  7423 |3.87 2.11 1.54|1.0   0   0|   0     0 |   0     0 | 25  418    0   62    2
Aug 05 01:43:32 ubuntu dstat.sh[106609]: 05-08 01:43:32| 38   4  56   2   0|5617M  472M  185M 1594M| 934k  923k|  12k 2461k|2.01   245 |5743    10k|3.87 2.11 1.54|2.0   0   0|   0     0 |   0     0 | 25  418    0   59    2
Aug 05 01:43:33 ubuntu dstat.sh[106609]: 05-08 01:43:33| 33   4  59   3   0|5619M  470M  185M 1594M| 727k  720k|  76k 2191k|4.99   166 |4622  8037 |3.56 2.08 1.54|4.0   0 2.0|   0     0 |   0     0 | 25  418    0   64    2
Aug 05 01:43:34 ubuntu dstat.sh[106609]: 05-08 01:43:34| 32   6  56   5   0|5619M  469M  186M 1595M| 727k  719k|4107B 8547k|1.00   687 |6943    12k|3.56 2.08 1.54|4.0   0   0|   0     0 |   0     0 | 25  417    0   63    2
Aug 05 01:43:35 ubuntu dstat.sh[106609]: 05-08 01:43:35| 39   7  48   6   0|5621M  467M  186M 1595M| 749k  740k|   0    16M|   0  1428 |7223  8445 |3.56 2.08 1.54|1.0   0  15|   0     0 |   0     0 | 25  417    0   63    2
Aug 05 01:43:36 ubuntu dstat.sh[106609]: 05-08 01:43:36| 34   4  61   1   0|5622M  466M  186M 1595M| 641k  633k|   0  1194k|   0   100 |4214  7083 |3.56 2.08 1.54|4.0 1.0 3.0|   0     0 |   0     0 | 25  417    0   62    2
Aug 05 01:43:37 ubuntu dstat.sh[106609]: 05-08 01:43:37| 39   8  51   1   0|5627M  460M  186M 1595M| 452k  444k|   0   901k|   0  65.8 |3582  5803 |3.56 2.08 1.54|4.0   0  28|   0     0 |   0     0 | 25  417    0   62    2
Aug 05 01:43:38 ubuntu dstat.sh[106609]: 05-08 01:43:38| 42  20  35   0   0|5652M  435M  186M 1596M| 434k  425k|  95k 1107k|21.0  74.9 |7088    11k|4.08 2.21 1.58|3.0   0  46|   0     0 |   0     0 | 26  418    0   62    2
Aug 05 01:43:39 ubuntu dstat.sh[106609]: 05-08 01:43:39| 32   9  53   5   0|5671M  415M  186M 1596M| 350k  341k|  17M 1133k| 617   114 |7949    15k|4.08 2.21 1.58|2.0   0   0|   0     0 |   0     0 | 26  417    0   62    2
Aug 05 01:43:40 ubuntu dstat.sh[106609]: 05-08 01:43:40| 52   2  42   2   0|5733M  353M  186M 1596M| 668k  651k|2396k  959k|84.9  91.9 |4267  7249 |4.08 2.21 1.58|5.0   0   0|   0     0 |   0     0 | 26  417    0   66    2
Aug 05 01:43:41 ubuntu dstat.sh[106609]: 05-08 01:43:41| 60   9  26   3   0|5745M  340M  186M 1597M| 775k  764k|  52k 3948k|3.00   371 |6289    11k|4.08 2.21 1.58|3.0   0  13|   0     0 |   0     0 | 26  417    0   66    2
Aug 05 01:43:42 ubuntu dstat.sh[106609]: 05-08 01:43:42| 67   6  25   2   0|5796M  288M  186M 1597M| 668k  660k|  28k 3426k|2.00   278 |5947    10k|4.08 2.21 1.58|5.0   0 6.0|   0     0 |   0     0 | 26  418    0   65    2
Aug 05 01:43:43 ubuntu dstat.sh[106609]: 05-08 01:43:43| 61   5  31   1   0|5774M  310M  187M 1598M| 710k  701k|  24k 5502k|2.99   347 |5640  9748 |4.07 2.24 1.60|3.0   0  10|   0     0 |   0     0 | 26  417    0   65    2
Aug 05 01:43:44 ubuntu dstat.sh[106609]: 05-08 01:43:44| 61  10  28   1   0|5798M  285M  187M 1599M| 414k  398k|  95k 1924k|21.0   133 |4810  8792 |4.07 2.24 1.60|4.0   0  45|   0     0 |   0     0 | 27  417    0   64    2
Aug 05 01:43:45 ubuntu dstat.sh[106609]: 05-08 01:43:45| 52  11  34   0   0|5809M  274M  187M 1599M| 443k  433k|1175k  804k|72.0  71.0 |8683    17k|4.07 2.24 1.60|6.0   0   0|   0     0 |   0     0 | 27  417    0   64    2
Aug 05 01:43:46 ubuntu dstat.sh[106609]: 05-08 01:43:46| 63   9  23   4   0|5790M  292M  187M 1599M| 441k  430k|  18M 1397k| 621   123 |9346    18k|4.07 2.24 1.60|9.0   0  21|   0     0 |   0     0 | 26  418    0   62    2
Aug 05 01:43:47 ubuntu dstat.sh[106609]: 05-08 01:43:47| 62   5  31   1   0|5792M  290M  187M 1600M| 542k  531k| 124k 1529k|6.99   145 |5116  9450 |4.07 2.24 1.60|1.0 1.0  18|   0     0 |   0     0 | 26  417    0   62    2
Aug 05 01:43:48 ubuntu dstat.sh[106609]: 05-08 01:43:48| 40   2  53   1   0|5799M  282M  187M 1600M| 330k  320k| 288k 2005k|22.0   198 |6495  8673 |4.06 2.27 1.61|3.0   0 1.0|   0     0 |   0     0 | 26  417    0   58    2
Aug 05 01:43:49 ubuntu dstat.sh[106609]: 05-08 01:43:49| 45   3  49   2   0|5797M  284M  187M 1600M| 477k  470k| 262k 2229k|75.0   194 |6335  8996 |4.06 2.27 1.61|2.0   0   0|   0     0 |   0     0 | 26  418    0   60    2
Aug 05 01:43:50 ubuntu dstat.sh[106609]: 05-08 01:43:50| 41   6  44   6   0|5804M  277M  187M 1600M| 169k  153k| 607k   19M|32.1   383 |5831    13k|4.06 2.27 1.61|5.0   0  60|   0     0 |   0     0 | 26  419    0   59    2
Aug 05 01:43:51 ubuntu dstat.sh[106609]: 05-08 01:43:51| 51   2  42   3   0|5806M  275M  187M 1600M| 544k  531k| 221k 9781k|31.9   282 |5653    10k|4.06 2.27 1.61|1.0   0 1.0|   0     0 |   0     0 | 26  418    0   61    2
Aug 05 01:43:52 ubuntu dstat.sh[106609]: 05-08 01:43:52| 35   2  60   1   0|5803M  277M  187M 1600M| 157k  147k| 170k 1029k|14.1  88.3 |4500  6286 |4.06 2.27 1.61|2.0   0   0|   0     0 |   0     0 | 26  418    0   63    2
Aug 05 01:43:53 ubuntu dstat.sh[106609]: 05-08 01:43:53| 38   3  54   2   0|5804M  276M  187M 1601M| 245k  228k| 354k 4698k|29.9   355 |5848  9620 |3.82 2.25 1.60|2.0   0 2.0|   0     0 |   0     0 | 26  417    0   60    2
Aug 05 01:43:54 ubuntu dstat.sh[106609]: 05-08 01:43:54| 38   3  57   1   0|5803M  276M  188M 1601M| 219k  202k| 553k 1242k|34.0   128 |5047  8237 |3.82 2.25 1.60|2.0   0   0|   0     0 |   0     0 | 26  417    0   60    2
Aug 05 01:43:55 ubuntu dstat.sh[106609]: 05-08 01:43:55| 47   8  43   1   1|5653M  427M  188M 1601M| 630k  613k|2053B 1596k|2.00   138 |5191  8884 |3.82 2.25 1.60|3.0   0  41|   0     0 |   0     0 | 25  417    0   62    2
Aug 05 01:43:56 ubuntu dstat.sh[106609]: 05-08 01:43:56| 35   6  55   4   0|5648M  431M  188M 1601M| 710k  700k| 124k 4321k|13.0   378 |5938    10k|3.82 2.25 1.60|2.0 1.0  14|   0     0 |   0     0 | 25  418    0   62    2
Aug 05 01:43:57 ubuntu dstat.sh[106609]: 05-08 01:43:57|  9   2  86   1   0|5648M  431M  188M 1601M|  89k   78k|   0  1127k|   0   106 |3274  5354 |3.82 2.25 1.60|  0   0   0|   0     0 |   0     0 | 25  417    0   56    1
Aug 05 01:43:58 ubuntu dstat.sh[106609]: 05-08 01:43:58| 28   2  67   1   0|5647M  432M  188M 1601M| 616k  607k|   0   968k|   0  86.0 |3232  5332 |3.59 2.23 1.60|2.0   0 1.0|   0     0 |   0     0 | 25  419    0   58    1
Aug 05 01:43:59 ubuntu dstat.sh[106609]: 05-08 01:43:59| 28   4  66   2   0|5633M  446M  188M 1601M| 448k  435k|   0  2357k|   0   196 |3767  6189 |3.59 2.23 1.60|1.0   0   0|   0     0 |   0     0 | 25  419    0   59    1
Aug 05 01:44:00 ubuntu dstat.sh[106609]: 05-08 01:44:00| 31   5  60   3   0|5632M  446M  188M 1602M| 618k  607k|4098B 4338k|1.00   373 |6188    11k|3.59 2.23 1.60|1.0   0   0|   0     0 |   0     0 | 25  418    0   62    1
Aug 05 01:44:01 ubuntu dstat.sh[106609]: 05-08 01:44:01| 28   5  63   3   0|5632M  446M  188M 1602M| 630k  621k|   0  5315k|   0   419 |6417    11k|3.59 2.23 1.60|  0   0   0|   0     0 |   0     0 | 25  418    0   64    1
Aug 05 01:44:02 ubuntu dstat.sh[106609]: 05-08 01:44:02|  9   2  87   2   1|5632M  446M  188M 1602M| 110k   99k|   0  2097k|   0   141 |3156  5129 |3.59 2.23 1.60|1.0   0   0|   0     0 |   0     0 | 25  418    0   64    1
Aug 05 01:44:03 ubuntu dstat.sh[106609]: 05-08 01:44:03| 16   2  79   2   0|5632M  445M  188M 1602M| 281k  273k| 128k 1483k|7.97   167 |3762  6398 |3.30 2.19 1.59|  0   0 2.0|   0     0 |   0     0 | 25  417    0   64    1
Aug 05 01:44:04 ubuntu dstat.sh[106609]: 05-08 01:44:04| 10   2  83   2   0|5632M  445M  188M 1603M| 193k  183k| 288k 1084k|13.0   109 |3383  5632 |3.30 2.19 1.59|  0   0   0|   0     0 |   0     0 | 25  417    0   64    1
Aug 05 01:44:05 ubuntu dstat.sh[106609]: 05-08 01:44:05|  9   2  86   1   0|5632M  445M  188M 1603M| 180k  169k|4092B  923k|1.00  76.9 |2870  4854 |3.30 2.19 1.59|1.0   0   0|   0     0 |   0     0 | 25  417    0   61    1
Aug 05 01:44:06 ubuntu dstat.sh[106609]: 05-08 01:44:06| 15   3  76   5   0|5632M  445M  188M 1603M| 260k  244k|   0    13M|   0  1274 |6323  7357 |3.30 2.19 1.59|2.0   0   0|   0     0 |   0     0 | 25  418    0   62    1
Aug 05 01:44:07 ubuntu dstat.sh[106609]: 05-08 01:44:07| 28   3  63   3   0|5632M  445M  188M 1603M| 531k  513k|  80k 2581k|7.00   246 |5223  9147 |3.30 2.19 1.59|1.0   0   0|   0     0 |   0     0 | 25  416    0   65    1
Aug 05 01:44:08 ubuntu dstat.sh[106609]: 05-08 01:44:08| 29   4  63   3   0|5632M  444M  189M 1603M| 591k  581k|  16k 1977k|1.00   219 |5460  9737 |3.12 2.17 1.59|2.0   0   0|   0     0 |   0     0 | 25  416    0   68    1
Aug 05 01:44:09 ubuntu dstat.sh[106609]: 05-08 01:44:09|  8   2  86   2   0|5632M  444M  189M 1603M|  78k   71k|   0  5412k|   0   378 |3642  5926 |3.12 2.17 1.59|2.0   0   0|   0     0 |   0     0 | 25  416    0   66    1
Aug 05 01:44:10 ubuntu dstat.sh[106609]: 05-08 01:44:10| 15   2  79   2   0|5632M  444M  189M 1604M| 250k  233k|   0  1611k|   0   169 |4012  6721 |3.12 2.17 1.59|  0   0   0|   0     0 |   0     0 | 25  415    0   67    1
Aug 05 01:44:11 ubuntu dstat.sh[106609]: 05-08 01:44:11| 28   6  63   2   0|5631M  444M  189M 1604M| 466k  456k| 156k 2948k|4.01   328 |4650  7381 |3.12 2.17 1.59|2.0   0   0|   0     0 |   0     0 | 25  418    0   66    1
Aug 05 01:44:12 ubuntu dstat.sh[106609]: 05-08 01:44:12| 27   5  64   2   0|5631M  444M  189M 1604M| 460k  446k| 116k 1564k|9.97   170 |5392  9827 |3.12 2.17 1.59|1.0   0   0|   0     0 |   0     0 | 25  417    0   68    1
Aug 05 01:44:13 ubuntu dstat.sh[106609]: 05-08 01:44:13| 19   4  73   2   1|5632M  443M  189M 1604M| 348k  338k|   0  2335k|   0   267 |4842  8315 |2.95 2.15 1.59|  0   0 3.0|   0     0 |   0     0 | 25  415    0   69    1
Aug 05 01:44:14 ubuntu dstat.sh[106609]: 05-08 01:44:14| 17   3  76   2   0|5632M  442M  189M 1604M| 333k  323k|   0  1243k|   0   123 |3349  5709 |2.95 2.15 1.59|1.0   0   0|   0     0 |   0     0 | 25  415    0   71    1
Aug 05 01:44:15 ubuntu dstat.sh[106609]: 05-08 01:44:15|  8   2  88   2   0|5632M  442M  189M 1605M| 105k   96k|   0  1088k|   0  84.3 |2565  4230 |2.95 2.15 1.59|2.0   0   0|   0     0 |   0     0 | 25  417    0   71    1
Aug 05 01:44:16 ubuntu dstat.sh[106609]: 05-08 01:44:16| 16   2  78   2   0|5632M  442M  189M 1605M| 286k  278k|   0  1410k|   0   162 |3809  6464 |2.95 2.15 1.59|1.0   0   0|   0     0 |   0     0 | 25  415    0   72    1
Aug 05 01:44:17 ubuntu dstat.sh[106609]: 05-08 01:44:17| 21   3  72   3   0|5633M  441M  189M 1605M| 344k  326k| 133k 1073k|7.03  88.4 |3291  5305 |2.95 2.15 1.59|1.0   0   0|   0     0 |   0     0 | 25  417    0   72    1
Aug 05 01:44:18 ubuntu dstat.sh[106609]: 05-08 01:44:18| 18   3  74   2   0|5634M  439M  189M 1605M| 306k  291k|  80k 4633k|1.00   352 |4478  7491 |2.79 2.13 1.58|  0   0   0|   0     0 |   0     0 | 25  415    0   72    1
Aug 05 01:44:19 ubuntu dstat.sh[106609]: 05-08 01:44:19| 13   3  82   2   0|5634M  439M  189M 1606M| 199k  183k|  20k 1039k|2.00   110 |3363  5608 |2.79 2.13 1.58|1.0   0   0|   0     0 |   0     0 | 25  416    0   71    1
Aug 05 01:44:20 ubuntu dstat.sh[106609]: 05-08 01:44:20| 11   1  82   1   0|5634M  439M  189M 1606M| 212k  196k|   0  1161k|   0   135 |3491  5849 |2.79 2.13 1.58|1.0   0   0|   0     0 |   0     0 | 25  416    0   72    1
Aug 05 01:44:21 ubuntu dstat.sh[106609]: 05-08 01:44:21| 12   3  82   1   0|5634M  438M  189M 1606M| 175k  166k|  52k  903k|2.01  90.3 |3426  5908 |2.79 2.13 1.58|1.0   0   0|   0     0 |   0     0 | 25  416    0   70    1
Aug 05 01:44:22 ubuntu dstat.sh[106609]: 05-08 01:44:22| 30   4  64   2   0|5635M  437M  190M 1606M| 489k  480k|   0  1780k|   0   192 |4955  8712 |2.79 2.13 1.58|1.0   0   0|   0     0 |   0     0 | 25  416    0   74    1
Aug 05 01:44:23 ubuntu dstat.sh[106609]: 05-08 01:44:23| 28   4  65   2   0|5635M  436M  190M 1607M| 617k  608k|   0  1679k|   0   162 |5378    10k|2.73 2.13 1.58|1.0   0 2.0|   0     0 |   0     0 | 25  417    0   73    1
Aug 05 01:44:24 ubuntu dstat.sh[106609]: 05-08 01:44:24| 26   4  64   3   0|5635M  436M  190M 1607M| 507k  499k|   0  1584k|   0   166 |5105  9335 |2.73 2.13 1.58|1.0   0   0|   0     0 |   0     0 | 25  416    0   75    1
Aug 05 01:44:25 ubuntu dstat.sh[106609]: 05-08 01:44:25| 26   4  66   1   0|5637M  434M  190M 1607M| 543k  533k|   0  1101k|   0  84.1 |4705  9092 |2.73 2.13 1.58|3.0   0 1.0|   0     0 |   0     0 | 25  417    0   75    1
Aug 05 01:44:26 ubuntu dstat.sh[106609]: 05-08 01:44:26| 28   5  63   3   0|5637M  434M  190M 1607M| 601k  590k|  28k 2052k|4.99   231 |5509  9959 |2.73 2.13 1.58|1.0   0   0|   0     0 |   0     0 | 25  418    0   78    1
Aug 05 01:44:27 ubuntu dstat.sh[106609]: 05-08 01:44:27| 29   4  61   4   0|5637M  433M  190M 1608M| 581k  571k|   0  6392k|   0   501 |6414    12k|2.73 2.13 1.58|3.0   0   0|   0     0 |   0     0 | 25  417    0   76    1
Aug 05 01:44:28 ubuntu dstat.sh[106609]: 05-08 01:44:28| 31   4  62   3   0|5637M  433M  190M 1608M| 538k  518k|   0  2633k|   0   286 |5427  9393 |2.75 2.14 1.59|2.0   0   0|   0     0 |   0     0 | 25  418    0   77    1
Aug 05 01:44:29 ubuntu dstat.sh[106609]: 05-08 01:44:29| 29   3  65   2   0|5637M  433M  190M 1608M| 692k  668k|   0  2089k|   0   217 |4517  7653 |2.75 2.14 1.59|1.0   0   0|   0     0 |   0     0 | 25  418    0   72    1
Aug 05 01:44:30 ubuntu dstat.sh[106609]: 05-08 01:44:30| 30   3  64   1   0|5637M  433M  190M 1608M| 631k  619k|   0  1747k|   0   167 |4214  7025 |2.75 2.14 1.59|2.0   0   0|   0     0 |   0     0 | 25  418    0   72    1
Aug 05 01:44:31 ubuntu dstat.sh[106609]: 05-08 01:44:31| 37   4  56   2   1|5638M  431M  190M 1608M| 816k  807k|   0  2387k|   0   217 |5576  9784 |2.75 2.14 1.59|3.0   0   0|   0     0 |   0     0 | 25  418    0   70    1
Aug 05 01:44:32 ubuntu dstat.sh[106609]: 05-08 01:44:32| 30   3  60   4   0|5638M  431M  191M 1608M| 490k  478k|   0  7303k|   0   590 |5902  9959 |2.75 2.14 1.59|1.0   0   0|   0     0 |   0     0 | 25  418    0   71    1
Aug 05 01:44:33 ubuntu dstat.sh[106609]: 05-08 01:44:33| 33   3  62   2   0|5639M  430M  191M 1608M| 681k  670k|   0  2783k|   0   230 |4722  8015 |2.61 2.12 1.59|1.0   0 2.0|   0     0 |   0     0 | 25  418    0   68    1
Aug 05 01:44:34 ubuntu dstat.sh[106609]: 05-08 01:44:34| 36   5  56   2   0|5638M  430M  191M 1609M| 828k  819k|   0  1690k|   0   170 |5088    11k|2.61 2.12 1.59|1.0   0   0|   0     0 |   0     0 | 25  418    0   68    1
Aug 05 01:44:35 ubuntu dstat.sh[106609]: 05-08 01:44:35| 29   3  61   6   0|5639M  429M  191M 1609M| 560k  552k|   0  9936k|   0  1144 |5639  6642 |2.61 2.12 1.59|2.0   0 2.0|   0     0 |   0     0 | 25  418    0   69    1
Aug 05 01:44:36 ubuntu dstat.sh[106609]: 05-08 01:44:36| 29   4  65   2   0|5640M  428M  191M 1609M| 534k  525k|   0  2194k|   0   155 |3452  5775 |2.61 2.12 1.59|1.0   0 1.0|   0     0 |   0     0 | 25  418    0   70    1
Aug 05 01:44:37 ubuntu dstat.sh[106609]: 05-08 01:44:37| 30   4  62   3   0|5640M  427M  191M 1609M| 551k  542k|   0  5745k|   0   508 |4668  7512 |2.61 2.12 1.59|1.0 1.0   0|   0     0 |   0     0 | 25  418    0   72    1
Aug 05 01:44:38 ubuntu dstat.sh[106609]: 05-08 01:44:38| 29   3  65   1   1|5642M  425M  191M 1609M| 527k  518k|   0  1132k|   0   102 |3350  5541 |2.48 2.11 1.59|2.0   0 1.0|   0     0 |   0     0 | 25  418    0   73    1
Aug 05 01:44:39 ubuntu dstat.sh[106609]: 05-08 01:44:39| 30   4  64   2   0|5642M  425M  191M 1609M| 421k  411k|   0  5379k|   0   402 |4282  7342 |2.48 2.11 1.59|2.0   0   0|   0     0 |   0     0 | 25  418    0   77    1
Aug 05 01:44:40 ubuntu dstat.sh[106609]: 05-08 01:44:40| 28   4  66   2   0|5641M  425M  192M 1609M| 411k  403k|   0  2901k|   0   223 |4024  7703 |2.48 2.11 1.59|1.0   0   0|   0     0 |   0     0 | 25  417    0   78    1
Aug 05 01:44:41 ubuntu dstat.sh[106609]: 05-08 01:44:41| 33   7  58   2   0|5650M  416M  192M 1610M| 540k  532k|   0  2280k|   0   216 |4952  9204 |2.48 2.11 1.59|2.0   0 4.0|   0     0 |   0     0 | 25  417    0   83    1
Aug 05 01:44:42 ubuntu dstat.sh[106609]: 05-08 01:44:42| 27   5  64   2   0|5651M  415M  192M 1610M| 495k  477k|   0  1514k|   0   141 |5416    10k|2.48 2.11 1.59|1.0   0   0|   0     0 |   0     0 | 25  417    0   78    1
Aug 05 01:44:43 ubuntu dstat.sh[106609]: 05-08 01:44:43| 28   6  63   2   0|5647M  418M  192M 1610M| 449k  435k| 272k 1724k|16.0   187 |5392  9328 |2.36 2.09 1.58|  0   0 2.0|   0     0 |   0     0 | 25  416    0   78    1
Aug 05 01:44:44 ubuntu dstat.sh[106609]: 05-08 01:44:44|  8   2  87   2   0|5647M  418M  192M 1610M| 134k  122k|   0  1354k|   0   113 |2737  4545 |2.36 2.09 1.58|1.0   0   0|   0     0 |   0     0 | 25  417    0   78    1
Aug 05 01:44:45 ubuntu dstat.sh[106609]: 05-08 01:44:45| 14   3  81   2   0|5649M  416M  192M 1610M| 209k  199k|   0  1617k|   0   174 |3626  6099 |2.36 2.09 1.58|  0   0   0|   0     0 |   0     0 | 25  416    0   81    1
Aug 05 01:44:46 ubuntu dstat.sh[106609]: 05-08 01:44:46| 13   2  80   2   0|5649M  416M  192M 1610M| 277k  265k|  80k 1485k|5.00   179 |3813  6322 |2.36 2.09 1.58|  0   0   0|   0     0 |   0     0 | 25  416    0   82    1
Aug 05 01:44:47 ubuntu dstat.sh[106609]: 05-08 01:44:47| 17   3  79   2   0|5650M  415M  192M 1610M| 284k  277k|   0  1289k|   0   136 |3527  6019 |2.36 2.09 1.58|2.0   0   0|   0     0 |   0     0 | 25  417    0   82    1
Aug 05 01:44:48 ubuntu dstat.sh[106609]: 05-08 01:44:48| 14   2  78   3   0|5652M  412M  192M 1611M| 306k  293k|   0  5034k|   0   377 |4134  7171 |2.17 2.05 1.57|  0   0   0|   0     0 |   0     0 | 25  416    0   85    1
Aug 05 01:44:49 ubuntu dstat.sh[106609]: 05-08 01:44:49| 19   3  75   2   1|5656M  409M  192M 1611M| 397k  384k|   0  1293k|   0   165 |3860  6651 |2.17 2.05 1.57|  0   0   0|   0     0 |   0     0 | 25  417    0   90    1
Aug 05 01:44:50 ubuntu dstat.sh[106609]: 05-08 01:44:50| 14   3  81   1   0|5657M  408M  192M 1611M| 275k  255k|   0  1027k|   0  95.2 |3193  5074 |2.17 2.05 1.57|2.0 1.0   0|   0     0 |   0     0 | 25  417    0   89    1
Aug 05 01:44:51 ubuntu dstat.sh[106609]: 05-08 01:44:51| 11   4  81   2   0|5658M  406M  192M 1611M|  56k   46k|   0  1445k|   0   153 |3948  9066 |2.17 2.05 1.57|1.0   0  34|   0     0 |   0     0 | 25  417    0   90    1
Aug 05 01:44:52 ubuntu dstat.sh[106609]: 05-08 01:44:52| 17   2  76   2   0|5659M  405M  192M 1611M| 360k  345k|  16k 1751k|1.00   203 |4082  6823 |2.17 2.05 1.57|  0   0   0|   0     0 |   0     0 | 25  417    0   87    1
Aug 05 01:44:53 ubuntu dstat.sh[106609]: 05-08 01:44:53| 19   3  75   3   0|5660M  404M  192M 1611M| 326k  314k|  16k 1724k|1.00   210 |4535  7788 |2.08 2.03 1.57|2.0   0 2.0|   0     0 |   0     0 | 25  416    0   87    1
Aug 05 01:44:54 ubuntu dstat.sh[106609]: 05-08 01:44:54| 10   3  85   1   0|5660M  403M  192M 1611M| 137k  128k|   0  1069k|   0   106 |2792  4504 |2.08 2.03 1.57|2.0 1.0   0|   0     0 |   0     0 | 25  417    0   85    1
Aug 05 01:44:55 ubuntu dstat.sh[106609]: 05-08 01:44:55| 14   3  80   1   0|5661M  402M  193M 1612M| 203k  191k|   0  1332k|   0   141 |3495  5739 |2.08 2.03 1.57|  0   0   0|   0     0 |   0     0 | 25  416    0   88    1
Aug 05 01:44:56 ubuntu dstat.sh[106609]: 05-08 01:44:56| 16   2  76   3   0|5661M  402M  193M 1612M| 349k  338k|   0  1572k|   0   180 |4033  6898 |2.08 2.03 1.57|1.0   0   0|   0     0 |   0     0 | 25  416    0   89    1
Aug 05 01:44:57 ubuntu dstat.sh[106609]: 05-08 01:44:57| 11   2  82   2   0|5661M  401M  193M 1612M| 202k  192k|   0  6410k|   0   422 |3964  6371 |2.08 2.03 1.57|  0   0   0|   0     0 |   0     0 | 25  416    0   90    1
Aug 05 01:44:58 ubuntu dstat.sh[106609]: 05-08 01:44:58|  9   2  87   1   0|5662M  401M  193M 1612M| 195k  186k|   0   776k|   0  64.0 |2602  4305 |1.91 2.00 1.56|  0   0   0|   0     0 |   0     0 | 25  416    0   89    1
Aug 05 01:44:59 ubuntu dstat.sh[106609]: 05-08 01:44:59|  8   2  89   0   0|5662M  401M  193M 1612M| 152k  143k|   0   600k|   0  52.0 |2336  3873 |1.91 2.00 1.56|  0 1.0   0|   0     0 |   0     0 | 25  416    0   89    1
Aug 05 01:45:00 ubuntu dstat.sh[106609]: 05-08 01:45:00|  5   1  93   1   0|5661M  401M  193M 1612M|  40k   32k|   0   437k|   0  37.1 |2020  3258 |1.91 2.00 1.56|1.0   0   0|   0     0 |   0     0 | 25  417    0   83    1
