-- Logs begin at Thu 2023-07-13 13:07:04 UTC, end at Thu 2023-07-13 14:59:11 UTC. --
Jul 13 14:23:13 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jul 13 14:23:13 ubuntu dstat.sh[82492]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 13 14:23:13 ubuntu dstat.sh[82492]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 13 14:34:46 ubuntu dstat.sh[82492]: 13-07 14:34:46| 22   6  70   0   0|4985M  130M  195M 2520M|  14k 5520 |   0  1531k|   0  18.0 |1783  2804 |1.16 1.48 1.11|1.0   0   0|   0     0 |   0     0 | 25  301    0    7    1
Jul 13 14:34:47 ubuntu dstat.sh[82492]: 13-07 14:34:47| 23   4  70   1   0|4986M  125M  195M 2524M|  16k 8742 |   0  2012k|   0  73.0 |2027  3209 |1.16 1.48 1.11|1.0   0   0|   0     0 |   0     0 | 25  301    0    7    1
Jul 13 14:34:48 ubuntu dstat.sh[82492]: 13-07 14:34:48|  9   3  87   1   0|4987M  127M  195M 2522M|  20k 9695 |   0  4003k|   0   128 |2259  3291 |1.16 1.48 1.11|  0   0 3.0|   0     0 |   0     0 | 25  302    0    7    1
Jul 13 14:34:49 ubuntu dstat.sh[82492]: 13-07 14:34:49|  6   1  92   1   0|4987M  127M  195M 2522M|  26k   16k|   0   220k|   0  26.0 |1868  3028 |1.07 1.45 1.10|1.0   0   0|   0     0 |   0     0 | 25  302    0    7    1
Jul 13 14:34:50 ubuntu dstat.sh[82492]: 13-07 14:34:50| 25   4  71   1   0|4934M  208M  195M 2493M|  12k 2681 |  16k  116k|1.00  9.02 |2094  2926 |1.07 1.45 1.10|2.0   0 3.0|   0     0 |   0     0 | 25  299    0    7    1
Jul 13 14:34:51 ubuntu dstat.sh[82492]: 13-07 14:34:51| 23   6  70   0   0|4969M  170M  196M 2495M|  19k   10k| 104k  727k|4.00  24.0 |2486  3959 |1.07 1.45 1.10|2.0   0  10|   0     0 |   0     0 | 25  299    0    7    1
Jul 13 14:34:52 ubuntu dstat.sh[82492]: 13-07 14:34:52| 24   7  67   0   0|4973M  167M  196M 2495M|  15k 6673 |   0  2129k|   0  42.9 |8167    16k|1.07 1.45 1.10|1.0   0 8.0|   0     0 |   0     0 | 25  299    0    7    1
Jul 13 14:34:53 ubuntu dstat.sh[82492]: 13-07 14:34:53| 27   2  70   0   0|4939M  201M  196M 2495M|  12k 2178 |   0    80k|   0  1.00 |1820  2607 |1.07 1.45 1.10|1.0   0   0|   0     0 |   0     0 | 25  299    0    7    1
Jul 13 14:34:54 ubuntu dstat.sh[82492]: 13-07 14:34:54| 27   6  65   0   1|4974M  166M  196M 2495M|  31k   24k|   0  1744k|   0  49.0 |8755    18k|1.06 1.45 1.10|3.0   0 7.0|   0     0 |   0     0 | 25  299    0    7    1
Jul 13 14:34:55 ubuntu dstat.sh[82492]: 13-07 14:34:55| 21   8  71   0   0|4942M  198M  196M 2495M|  20k 2057 |   0   596k|   0  36.0 |2001  2966 |1.06 1.45 1.10|2.0   0 7.0|   0     0 |   0     0 | 25  299    0    7    1
Jul 13 14:34:56 ubuntu dstat.sh[82492]: 13-07 14:34:56| 25   4  71   0   0|4908M  231M  196M 2495M|9966  2672 |   0   136k|   0  8.00 |1951  2761 |1.06 1.45 1.10|1.0   0 8.0|   0     0 |   0     0 | 25  299    0    7    1
Jul 13 14:34:57 ubuntu dstat.sh[82492]: 13-07 14:34:57| 23   4  71   1   0|4945M  191M  196M 2498M|  18k 3642 | 564k    0 |12.0     0 |1976  2637 |1.06 1.45 1.10|2.0   0 1.0|   0     0 |   0     0 | 25  299    0    7    1
Jul 13 14:34:58 ubuntu dstat.sh[82492]: 13-07 14:34:58| 27   4  68   1   0|4949M  188M  196M 2498M| 512k  503k|  16k 1824k|1.00  58.0 |4036  8053 |1.06 1.45 1.10|2.0   0 2.0|   0     0 |   0     0 | 25  320    0   15    1
Jul 13 14:34:59 ubuntu dstat.sh[82492]: 13-07 14:34:59| 28   7  57   7   0|4959M  176M  196M 2499M| 439k  431k| 432k 1292k|23.0   174 |4913  8876 |1.22 1.47 1.11|2.0   0 5.0|   0     0 |   0     0 | 25  327    0   19    1
Jul 13 14:35:00 ubuntu dstat.sh[82492]: 13-07 14:35:00| 19  14  64   2   1|4916M  218M  196M 2500M|  69k   60k| 433k 1543k|19.0   142 |4531  7753 |1.22 1.47 1.11|4.0   0 264|   0     0 |   0     0 | 25  325    0   20    1
Jul 13 14:35:01 ubuntu dstat.sh[82492]: 13-07 14:35:01| 18  12  63   6   0|4901M  230M  196M 2504M|  32k   25k|4248k 2463k|64.9   154 |3718  5794 |1.22 1.47 1.11|  0 1.0 177|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:02 ubuntu dstat.sh[82492]: 13-07 14:35:02| 11   3  83   3   0|4882M  247M  196M 2505M|  26k   15k|1772k  656k|51.0  21.0 |2277  3321 |1.22 1.47 1.11|  0   0  15|   0     0 |   0     0 | 25  326    0   21    1
Jul 13 14:35:03 ubuntu dstat.sh[82492]: 13-07 14:35:03|  4   2  90   1   0|4888M  241M  196M 2505M|  25k 3908 |4095B   12M|1.00   554 |2686  2765 |1.22 1.47 1.11|  0   0   0|   0     0 |   0     0 | 25  326    0   21    1
Jul 13 14:35:04 ubuntu dstat.sh[82492]: 13-07 14:35:04|  7   2  91   0   0|4888M  240M  196M 2505M| 487k   33k|   0   228k|   0  37.0 |2400  3784 |1.92 1.61 1.16|  0   0   0|   0     0 |   0     0 | 25  326    0   21    1
Jul 13 14:35:05 ubuntu dstat.sh[82492]: 13-07 14:35:05|  9   5  81   4   1|4923M  204M  196M 2507M|5771k   71k|1957k 1713k|19.0   110 |5166  4494 |1.92 1.61 1.16|  0 1.0 1.0|   0     0 |   0     0 | 25  326    0   21    1
Jul 13 14:35:06 ubuntu dstat.sh[82492]: 13-07 14:35:06| 26   7  66   0   0|4969M  158M  196M 2508M| 256k  250k| 512k  268k|9.00  32.0 |4048  7013 |1.92 1.61 1.16|1.0   0   0|   0     0 |   0     0 | 25  326    0   21    1
Jul 13 14:35:07 ubuntu dstat.sh[82492]: 13-07 14:35:07| 17   3  77   2   0|4899M  226M  197M 2509M|  40k 2743 | 337k  959k|12.0  12.0 |1963  2917 |1.92 1.61 1.16|1.0   0  16|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:08 ubuntu dstat.sh[82492]: 13-07 14:35:08| 21   8  70   1   0|4906M  217M  197M 2511M|  18k 8165 |  84k  748k|3.00  14.0 |3472  5880 |1.92 1.61 1.16|1.0   0  58|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:09 ubuntu dstat.sh[82492]: 13-07 14:35:09| 23   5  68   2   0|4922M  201M  197M 2511M|  23k   15k| 140k  874k|5.99  63.8 |2190  3398 |1.85 1.60 1.16|1.0   0 4.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:10 ubuntu dstat.sh[82492]: 13-07 14:35:10| 10   6  71  13   0|4919M  178M  198M 2535M|  17k 6694 |9344k  932k| 310  35.0 |2648  4040 |1.85 1.60 1.16|1.0   0   0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:11 ubuntu dstat.sh[82492]: 13-07 14:35:11| 10   7  69  13   0|4918M  138M  199M 2574M|  20k 8712 |  19M 1295k| 969  26.0 |3506  5502 |1.85 1.60 1.16|1.0   0   0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:12 ubuntu dstat.sh[82492]: 13-07 14:35:12|  4  10  44  39   1|4920M  118M  198M 2594M|  16k 8415 |  15M  197M|1305  1004 |4527  3962 |1.85 1.60 1.16|  0 2.0   0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:13 ubuntu dstat.sh[82492]: 13-07 14:35:13|  5   9  66  21   0|4920M  118M  196M 2602M|  57k   49k|  39M   35M|2578  51.0 |3953  3933 |1.85 1.60 1.16|2.0   0   0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:14 ubuntu dstat.sh[82492]: 13-07 14:35:14|  8   7  62  20   0|4921M  124M  194M 2598M|  95k   85k|  16M  791k|1402  48.0 |5163  7029 |1.78 1.59 1.16|1.0 1.0   0|   0     0 |   0     0 | 25  325    0   23    1
Jul 13 14:35:15 ubuntu dstat.sh[82492]: 13-07 14:35:15|  6   2  65  27   0|4921M  121M  194M 2600M|  11k 3855 | 909k  428k| 150  17.0 |2098  3182 |1.78 1.59 1.16|  0 1.0   0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:16 ubuntu dstat.sh[82492]: 13-07 14:35:16| 15   7  54  23   0|4956M  130M  194M 2560M|  16k 8437 |2668k  653k| 328  20.0 |2500  3779 |1.78 1.59 1.16|1.0 1.0 4.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:17 ubuntu dstat.sh[82492]: 13-07 14:35:17| 21   8  47  24   0|4933M  152M  194M 2562M|  19k 2077 |1010k  714k| 166  31.9 |2479  3375 |1.78 1.59 1.16|2.0 1.0 7.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:18 ubuntu dstat.sh[82492]: 13-07 14:35:18| 33  10  48   9   1|4964M  123M  194M 2559M|  23k 9419 |4603k  529k|1021  23.0 |3495  5387 |1.78 1.59 1.16|1.0 1.0 9.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:19 ubuntu dstat.sh[82492]: 13-07 14:35:19| 26   7  64   1   0|4945M  142M  194M 2559M|  40k   18k|  96k 1043k|6.99  31.0 |  12k   26k|1.72 1.58 1.15|1.0   0 5.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:20 ubuntu dstat.sh[82492]: 13-07 14:35:20| 24   4  70   0   0|4924M  163M  194M 2560M|  13k 2152 |  12k  304k|1.00  14.0 |2167  3375 |1.72 1.58 1.15|1.0   0 7.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:21 ubuntu dstat.sh[82492]: 13-07 14:35:21| 25   3  70   0   0|4942M  145M  194M 2560M|  16k 7693 |   0   592k|   0  22.0 |2170  3092 |1.72 1.58 1.15|2.0   0 5.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:22 ubuntu dstat.sh[82492]: 13-07 14:35:22| 28   7  65   0   0|4945M  140M  194M 2561M|  17k 6692 |  20k  164k|2.01  14.0 |7636    18k|1.72 1.58 1.15|1.0   0 2.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:23 ubuntu dstat.sh[82492]: 13-07 14:35:23| 24   8  68   0   0|4950M  122M  195M 2574M|  10k 2269 |  16k  219k|1.00  6.98 |3547  5710 |1.72 1.58 1.15|2.0   0 7.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:24 ubuntu dstat.sh[82492]: 13-07 14:35:24| 31  11  55   1   0|4952M  130M  194M 2565M|  42k   34k|   0  2265k|   0  68.0 |  24k   53k|1.74 1.59 1.16|3.0   0 5.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:25 ubuntu dstat.sh[82492]: 13-07 14:35:25| 24  11  63   0   0|4967M  239M  195M 2445M|9810  1973 |  12k  768k|2.00  50.0 |  12k   25k|1.74 1.59 1.16|2.0   0   0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:26 ubuntu dstat.sh[82492]: 13-07 14:35:26| 28   2  68   0   0|4966M  235M  195M 2449M|  14k 4595 |   0  8198B|   0  2.00 |3055  4692 |1.74 1.59 1.16|7.0   0   0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:27 ubuntu dstat.sh[82492]: 13-07 14:35:27| 25   8  67   0   0|4947M  252M  196M 2450M|  13k 3936 |   0     0 |   0     0 |1898  3868 |1.74 1.59 1.16|2.0   0  32|   0     0 |   0     0 | 25  325    0   20    1
Jul 13 14:35:28 ubuntu dstat.sh[82492]: 13-07 14:35:28| 27   6  65   0   0|4936M  256M  196M 2456M|  17k   10k|   0  2372k|   0  22.0 |2578  6722 |1.74 1.59 1.16|4.0   0 4.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:29 ubuntu dstat.sh[82492]: 13-07 14:35:29| 27   6  66   1   0|4941M  246M  197M 2460M|  22k   12k|   0  1251k|   0  33.0 |2098  2988 |1.68 1.58 1.16|2.0   0   0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:30 ubuntu dstat.sh[82492]: 13-07 14:35:30| 25   4  70   1   0|4938M  241M  197M 2467M|8873  1894 |  16k  408k|1.00  12.0 |1939  3046 |1.68 1.58 1.16|4.0   0   0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:31 ubuntu dstat.sh[82492]: 13-07 14:35:31| 20   8  70   0   0|4935M  193M  198M 2514M|  21k   13k|   0  1028k|   0  27.0 |2117  3016 |1.68 1.58 1.16|2.0   0   0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:32 ubuntu dstat.sh[82492]: 13-07 14:35:32| 18  12  67   4   0|4901M  521M  199M 2223M|  27k 7747 |4097B   65M|1.00   418 |2815  3174 |1.68 1.58 1.16|4.0   0 4.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:33 ubuntu dstat.sh[82492]: 13-07 14:35:33| 26   6  64   0   0|4910M  513M  199M 2223M|  10k 2162 |   0     0 |   0     0 |7463    19k|1.68 1.58 1.16|3.0   0 5.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:34 ubuntu dstat.sh[82492]: 13-07 14:35:34| 29   9  57   0   0|4912M  510M  199M 2224M|  29k   20k|   0   301k|   0  39.1 |  25k   55k|1.63 1.57 1.16|3.0   0 5.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:35 ubuntu dstat.sh[82492]: 13-07 14:35:35| 23   9  67   0   0|4925M  470M  199M 2251M|  11k 3444 |   0  1711k|   0  66.8 |8357    18k|1.63 1.57 1.16|2.0   0 4.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:36 ubuntu dstat.sh[82492]: 13-07 14:35:36| 20   8  70   0   0|4927M  441M  199M 2278M|8841  2461 |4096B 1232k|1.00  6.00 |1903  2740 |1.63 1.57 1.16|2.0   0 3.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:37 ubuntu dstat.sh[82492]: 13-07 14:35:37| 25   4  70   0   0|4931M  427M  199M 2287M|9448  1998 |   0    48M|   0   227 |2299  2788 |1.63 1.57 1.16|2.0   0   0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:38 ubuntu dstat.sh[82492]: 13-07 14:35:38| 24   5  70   0   0|4929M  423M  199M 2293M|  17k 8310 |   0  3680k|   0  38.0 |2194  3097 |1.63 1.57 1.16|3.0   0 2.0|   0     0 |   0     0 | 25  325    0   21    1
Jul 13 14:35:39 ubuntu dstat.sh[82492]: 13-07 14:35:39| 25   4  70   0   0|4938M  409M  199M 2298M|  19k   11k|   0  1152k|   0  22.0 |1944  2924 |1.58 1.56 1.16|2.0   0   0|   0     0 |   0     0 | 25  325    0   22    1
Jul 13 14:35:40 ubuntu dstat.sh[82492]: 13-07 14:35:40| 23   5  70   0   1|4888M  455M  200M 2302M|  15k 2779 |   0   112k|   0  6.00 |2032  3044 |1.58 1.56 1.16|6.0   0  13|   0     0 |   0     0 | 25  325    0   22    1
Jul 13 14:35:41 ubuntu dstat.sh[82492]: 13-07 14:35:41| 32  27  38   4   0|4673M  495M  200M 2471M|  18k   11k| 844k   36M|22.0   120 |3467  5141 |1.58 1.56 1.16|2.0 1.0  20|   0     0 |   0     0 | 25  309    0   26    1
Jul 13 14:35:42 ubuntu dstat.sh[82492]: 13-07 14:35:42| 73  14   9   4   0|4658M  645M  200M 2341M|  13k 5582 |1846k 2580k|31.1   387 |4751  6483 |1.58 1.56 1.16|5.0   0  26|   0     0 |   0     0 | 25  301    0   26    1
Jul 13 14:35:43 ubuntu dstat.sh[82492]: 13-07 14:35:43| 86  14   0   0   0|4797M  505M  200M 2341M|  13k 2316 |   0    40k|   0  3.00 |2724  3920 |1.58 1.56 1.16|4.0   0 3.0|   0     0 |   0     0 | 25  301    0   26    1
Jul 13 14:35:44 ubuntu dstat.sh[82492]: 13-07 14:35:44| 85  13   1   0   0|4798M  502M  200M 2342M|  59k   52k|   0   551k|   0  33.9 |5258    12k|1.93 1.63 1.18|7.0   0 6.0|   0     0 |   0     0 | 25  303    0   29    1
Jul 13 14:35:45 ubuntu dstat.sh[82492]: 13-07 14:35:45| 74  11  13   1   0|4900M  398M  200M 2344M|  99k   92k| 140k  540k|15.0  37.0 |4974    13k|1.93 1.63 1.18|4.0   0 5.0|   0     0 |   0     0 | 25  301    0   36    1
Jul 13 14:35:46 ubuntu dstat.sh[82492]: 13-07 14:35:46| 65  11  23   0   0|4936M  361M  200M 2345M|  48k   37k| 525k  148k|5.01  13.0 |6373    11k|1.93 1.63 1.18|4.0   0  11|   0     0 |   0     0 | 25  303    0   37    1
Jul 13 14:35:47 ubuntu dstat.sh[82492]: 13-07 14:35:47| 45   9  45   0   0|4961M  336M  200M 2345M|  46k   39k| 512k    0 |4.00     0 |3077  4854 |1.93 1.63 1.18|2.0   0 7.0|   0     0 |   0     0 | 25  307    0   38    1
Jul 13 14:35:48 ubuntu dstat.sh[82492]: 13-07 14:35:48| 30   7  61   1   0|4912M  383M  200M 2346M| 202k  156k| 303k  331k|8.97  36.9 |5561  8750 |1.93 1.63 1.18|1.0   0 4.0|   0     0 |   0     0 | 25  302    0   45    1
Jul 13 14:35:49 ubuntu dstat.sh[82492]: 13-07 14:35:49| 19   5  74   1   0|4935M  361M  200M 2347M| 216k  169k|   0   268k|   0  29.0 |3435  5174 |1.78 1.61 1.18|  0   0 2.0|   0     0 |   0     0 | 25  311    0   45    1
Jul 13 14:35:50 ubuntu dstat.sh[82492]: 13-07 14:35:50|  3   2  92   0   0|4918M  377M  200M 2347M|  14k 6844 |   0   196k|   0  21.0 |2061  3496 |1.78 1.61 1.18|  0   0   0|   0     0 |   0     0 | 25  310    0   45    1
Jul 13 14:35:51 ubuntu dstat.sh[82492]: 13-07 14:35:51|  4   2  94   0   0|4918M  377M  200M 2347M|  16k 8893 |   0   216k|   0  25.0 |1999  3198 |1.78 1.61 1.18|1.0   0   0|   0     0 |   0     0 | 25  310    0   45    1
Jul 13 14:35:52 ubuntu dstat.sh[82492]: 13-07 14:35:52|  4   1  93   0   0|4918M  377M  200M 2347M|  11k 2025 |   0   912k|   0  62.0 |1991  3176 |1.78 1.61 1.18|  0   0   0|   0     0 |   0     0 | 25  310    0   45    1
Jul 13 14:35:53 ubuntu dstat.sh[82492]: 13-07 14:35:53|  3   1  93   0   0|4918M  377M  200M 2347M|  11k 2179 |   0     0 |   0     0 |1683  2647 |1.78 1.61 1.18|  0   0   0|   0     0 |   0     0 | 25  310    0   45    1
Jul 13 14:35:54 ubuntu dstat.sh[82492]: 13-07 14:35:54|  4   2  93   0   0|4918M  377M  200M 2347M|  19k   11k|   0   156k|   0  22.0 |1954  3150 |1.63 1.58 1.17|  0   0   0|   0     0 |   0     0 | 25  310    0   45    1
Jul 13 14:35:55 ubuntu dstat.sh[82492]: 13-07 14:35:55|  2   0  95   0   0|4918M  377M  200M 2347M|9757  2028 |   0   176k|   0  11.0 |1650  2605 |1.63 1.58 1.17|  0   0   0|   0     0 |   0     0 | 25  310    0   45    1
Jul 13 14:35:56 ubuntu dstat.sh[82492]: 13-07 14:35:56|  3   1  95   0   0|4918M  377M  200M 2347M|  10k 2071 |   0    36k|   0  5.00 |1672  2713 |1.63 1.58 1.17|  0   0   0|   0     0 |   0     0 | 25  310    0   45    1
Jul 13 14:35:57 ubuntu dstat.sh[82492]: 13-07 14:35:57|  4   0  93   0   0|4918M  377M  200M 2347M|  15k 6326 |   0   316k|   0  31.0 |1917  3180 |1.63 1.58 1.17|  0   0   0|   0     0 |   0     0 | 25  310    0   45    1
Jul 13 14:35:58 ubuntu dstat.sh[82492]: 13-07 14:35:58|  4   2  92   1   0|4918M  377M  200M 2347M|  24k   15k|   0   204k|   0  30.0 |2196  3819 |1.63 1.58 1.17|  0   0 2.0|   0     0 |   0     0 | 25  310    0   43    1
Jul 13 14:35:59 ubuntu dstat.sh[82492]: 13-07 14:35:59|  9   5  84   0   0|4922M  372M  200M 2347M|  27k   18k|   0   416k|   0  32.0 |2209  3384 |1.66 1.59 1.17|3.0   0 4.0|   0     0 |   0     0 | 25  310    0   44    1
Jul 13 14:36:00 ubuntu dstat.sh[82492]: 13-07 14:36:00|  4   1  91   0   0|4923M  371M  200M 2348M|  15k 6818 |   0   292k|   0  38.0 |2196  3930 |1.66 1.59 1.17|  0   0   0|   0     0 |   0     0 | 25  310    0   33    1
Jul 13 14:36:01 ubuntu dstat.sh[82492]: 13-07 14:36:01|  8   2  89   1   0|4918M  377M  200M 2347M|  27k   17k|   0   176k|   0  25.0 |2158  3589 |1.66 1.59 1.17|  0   0   0|   0     0 |   0     0 | 25  310    0   33    1
Jul 13 14:36:02 ubuntu dstat.sh[82492]: 13-07 14:36:02|  4   1  94   1   0|4918M  377M  200M 2347M|  11k 3686 |   0   496k|   0  33.0 |1712  2804 |1.66 1.59 1.17|  0   0   0|   0     0 |   0     0 | 25  310    0   31    1
Jul 13 14:36:03 ubuntu dstat.sh[82492]: 13-07 14:36:03|  3   1  88   5   0|4918M  377M  200M 2347M|  16k 8478 |4093B   18M|1.00  1166 |3955  2892 |1.66 1.59 1.17|  0   0   0|   0     0 |   0     0 | 25  310    0   31    1
Jul 13 14:36:04 ubuntu dstat.sh[82492]: 13-07 14:36:04|  4   1  93   0   0|4918M  377M  200M 2347M|  19k   11k|   0    96k|   0  15.0 |1914  3085 |1.61 1.58 1.17|  0   0   0|   0     0 |   0     0 | 25  310    0   31    1
Jul 13 14:36:05 ubuntu dstat.sh[82492]: 13-07 14:36:05|  3   1  94   0   0|4918M  377M  200M 2347M|  19k 4292 |   0    88k|   0  14.0 |1807  3025 |1.61 1.58 1.17|  0   0   0|   0     0 |   0     0 | 25  310    0   31    1
Jul 13 14:36:06 ubuntu dstat.sh[82492]: 13-07 14:36:06| 13  15  70   2   0|4921M  373M  200M 2347M|  12k 3587 | 245k    0 |12.0     0 |3592  6081 |1.61 1.58 1.17|1.0   0 439|   0     0 |   0     0 | 25  310    0   31    1
Jul 13 14:36:07 ubuntu dstat.sh[82492]: 13-07 14:36:07| 11  18  68   0   0|4922M  373M  200M 2347M|  14k 6349 |   0   200k|   0  22.0 |4154  7271 |1.61 1.58 1.17|1.0   0 486|   0     0 |   0     0 | 25  310    0   31    1
Jul 13 14:36:08 ubuntu dstat.sh[82492]: 13-07 14:36:08| 12  21  64   3   0|4922M  373M  200M 2347M|  21k   14k|  44k   67M|2.00   343 |4815  7714 |1.61 1.58 1.17|2.0   0 504|   0     0 |   0     0 | 25  310    0   31    1
Jul 13 14:36:09 ubuntu dstat.sh[82492]: 13-07 14:36:09| 13  18  66   1   0|4922M  372M  200M 2347M|  24k   16k|  60k  809k|3.00  58.1 |4202  7653 |1.56 1.57 1.17|4.0   0 532|   0     0 |   0     0 | 25  310    0   32    1
Jul 13 14:36:10 ubuntu dstat.sh[82492]: 13-07 14:36:10| 24   6  69   0   0|4956M  339M  200M 2347M|  41k   34k|  32k  252k|2.00  33.0 |2615  4295 |1.56 1.57 1.17|1.0 1.0 101|   0     0 |   0     0 | 25  310    0   31    1
Jul 13 14:36:11 ubuntu dstat.sh[82492]: 13-07 14:36:11| 28   3  68   0   0|4934M  360M  200M 2348M| 171k  164k| 156k  400k|4.00  37.0 |3379  6010 |1.56 1.57 1.17|1.0   0 6.0|   0     0 |   0     0 | 25  314    0   31    1
Jul 13 14:36:12 ubuntu dstat.sh[82492]: 13-07 14:36:12| 26   4  70   0   0|4969M  325M  200M 2348M|  91k   81k|   0   112k|   0  7.98 |2020  3202 |1.56 1.57 1.17|1.0   0 1.0|   0     0 |   0     0 | 25  317    0   31    1
Jul 13 14:36:13 ubuntu dstat.sh[82492]: 13-07 14:36:13| 24   3  70   1   0|4968M  326M  200M 2348M|  70k   62k|  16k   12M|1.00  75.0 |2324  3515 |1.56 1.57 1.17|3.0   0 6.0|   0     0 |   0     0 | 25  318    0   31    1
Jul 13 14:36:14 ubuntu dstat.sh[82492]: 13-07 14:36:14| 26   6  67   0   0|4957M  337M  200M 2348M| 207k  197k|   0   546k|   0  32.1 |3118  5022 |2.00 1.66 1.20|5.0   0 6.0|   0     0 |   0     0 | 25  318    0   31    1
Jul 13 14:36:15 ubuntu dstat.sh[82492]: 13-07 14:36:15| 28   5  65   0   0|4951M  342M  200M 2348M| 160k  150k|   0   327k|   0  32.9 |3318  5728 |2.00 1.66 1.20|1.0   0 5.0|   0     0 |   0     0 | 25  318    0   31    1
Jul 13 14:36:16 ubuntu dstat.sh[82492]: 13-07 14:36:16| 25   4  70   0   0|4947M  346M  200M 2348M| 132k  124k|   0   224k|   0  21.0 |2317  3658 |2.00 1.66 1.20|2.0   0 6.0|   0     0 |   0     0 | 25  318    0   31    1
Jul 13 14:36:17 ubuntu dstat.sh[82492]: 13-07 14:36:17| 27   4  69   1   0|4936M  356M  200M 2349M| 138k  131k|   0   268k|   0  32.0 |2651  4271 |2.00 1.66 1.20|6.0   0  20|   0     0 |   0     0 | 25  318    0   31    1
Jul 13 14:36:18 ubuntu dstat.sh[82492]: 13-07 14:36:18| 32  24  40   3   0|4730M  527M  200M 2384M|  24k   17k|4082B   39M|1.00   567 |4507  6106 |2.00 1.66 1.20|3.0 1.0  32|   0     0 |   0     0 | 25  306    0   35    1
Jul 13 14:36:19 ubuntu dstat.sh[82492]: 13-07 14:36:19| 67  10  23   0   0|4822M  434M  200M 2384M|  22k   13k|   0   120k|   0  13.0 |2787  4136 |2.16 1.70 1.22|3.0 1.0 5.0|   0     0 |   0     0 | 25  306    0   35    1
Jul 13 14:36:20 ubuntu dstat.sh[82492]: 13-07 14:36:20| 78  11  11   0   0|4893M  364M  200M 2384M|  19k 8383 |   0   144k|   0  22.0 |2719  3699 |2.16 1.70 1.22|4.0   0 2.0|   0     0 |   0     0 | 25  302    0   35    1
Jul 13 14:36:21 ubuntu dstat.sh[82492]: 13-07 14:36:21| 82  15   3   0   0|4899M  356M  200M 2385M|  81k   73k|   0   140k|   0  15.0 |3899  9316 |2.16 1.70 1.22|3.0   0 6.0|   0     0 |   0     0 | 25  306    0   39    1
Jul 13 14:36:22 ubuntu dstat.sh[82492]: 13-07 14:36:22| 68  10  21   0   0|4868M  387M  200M 2386M|  13k 4153 |   0  1498k|   0  94.9 |3446  5262 |2.16 1.70 1.22|3.0   0 3.0|   0     0 |   0     0 | 25  298    0   40    1
Jul 13 14:36:23 ubuntu dstat.sh[82492]: 13-07 14:36:23| 64  11  24   0   0|4952M  302M  200M 2387M|  98k   74k|  36k  112k|3.00  12.0 |5111    12k|2.16 1.70 1.22|3.0   0 9.0|   0     0 |   0     0 | 25  303    0   42    1
Jul 13 14:36:24 ubuntu dstat.sh[82492]: 13-07 14:36:24| 51   9  37   1   0|4865M  387M  200M 2388M| 138k  122k|  12k  492k|2.00  52.0 |6574    16k|2.22 1.72 1.23|1.0   0 2.0|   0     0 |   0     0 | 25  300    0   46    1
