-- Logs begin at Tue 2023-01-10 23:34:18 UTC, end at Wed 2023-01-11 20:21:55 UTC. --
Jan 11 19:41:29 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jan 11 19:41:29 ubuntu dstat.sh[90415]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jan 11 19:41:29 ubuntu dstat.sh[90415]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jan 11 19:50:51 ubuntu dstat.sh[90415]: 11-01 19:50:51| 31   5  61   0   0|5218M  151M  198M 2268M| 134k  128k|   0   918k|   0  83.8 |3980  6933 |2.98 2.25 1.36|1.0   0 1.0|   0     0 |   0     0 | 25  281    0   38    0
Jan 11 19:50:52 ubuntu dstat.sh[90415]: 11-01 19:50:52| 26   4  69   1   0|5227M  142M  198M 2268M| 279k  265k|   0   256k|   0  26.0 |2641  5650 |2.90 2.25 1.36|1.0   0   0|   0     0 |   0     0 | 25  283    0   38    0
Jan 11 19:50:53 ubuntu dstat.sh[90415]: 11-01 19:50:53| 16  14  68   1   0|5160M  208M  198M 2268M|  15k 8966 |  36k  444k|3.00  39.0 |3258  5199 |2.90 2.25 1.36|1.0   0 216|   0     0 |   0     0 | 25  285    0   39    0
Jan 11 19:50:54 ubuntu dstat.sh[90415]: 11-01 19:50:54| 14  16  68   1   0|5161M  207M  198M 2268M|  16k   11k| 104k  264k|5.00  20.0 |3513  5644 |2.90 2.25 1.36|1.0   0 208|   0     0 |   0     0 | 25  285    0   38    0
Jan 11 19:50:55 ubuntu dstat.sh[90415]: 11-01 19:50:55| 17  13  69   0   0|5175M  192M  198M 2269M|  13k 7692 |  60k   16M|4.00  53.0 |3340  5102 |2.90 2.25 1.36|1.0   0 181|   0     0 |   0     0 | 25  285    0   38    0
Jan 11 19:50:56 ubuntu dstat.sh[90415]: 11-01 19:50:56| 24   5  70   0   0|5219M  149M  198M 2269M|  13k 5028 |   0   124k|   0  8.01 |1753  2771 |2.90 2.25 1.36|1.0   0 2.0|   0     0 |   0     0 | 25  285    0   38    0
Jan 11 19:50:57 ubuntu dstat.sh[90415]: 11-01 19:50:57| 25   4  70   0   0|5247M  120M  198M 2269M|  12k 6029 |   0   316k|   0  32.0 |1981  3047 |2.75 2.23 1.36|2.0   0   0|   0     0 |   0     0 | 25  285    0   38    0
Jan 11 19:50:58 ubuntu dstat.sh[90415]: 11-01 19:50:58| 22   5  68   4   0|5278M  121M  196M 2242M|  17k 9197 | 256k  180k|6.01  24.0 |2133  3159 |2.75 2.23 1.36|4.0   0   0|   0     0 |   0     0 | 25  285    0   38    0
Jan 11 19:50:59 ubuntu dstat.sh[90415]: 11-01 19:50:59| 25   4  68   2   0|5168M  240M  195M 2234M|  50k   42k|   0   440k|   0  54.0 |2783  4273 |2.75 2.23 1.36|2.0   0 7.0|   0     0 |   0     0 | 25  285    0   38    0
Jan 11 19:51:00 ubuntu dstat.sh[90415]: 11-01 19:51:00| 23   4  70   1   0|5210M  198M  195M 2234M|  11k 1732 |  20k  440k|4.00  21.0 |1962  2833 |2.75 2.23 1.36|2.0   0 3.0|   0     0 |   0     0 | 25  285    0   33    0
Jan 11 19:51:01 ubuntu dstat.sh[90415]: 11-01 19:51:01| 26   4  68   1   0|5245M  163M  195M 2234M|  21k   14k|   0   523k|   0  63.9 |2537  3966 |2.75 2.23 1.36|2.0 1.0  20|   0     0 |   0     0 | 25  287    0   33    0
Jan 11 19:51:02 ubuntu dstat.sh[90415]: 11-01 19:51:02| 25   5  70   0   0|5274M  134M  195M 2234M|  54k   46k|   0   324k|   0  29.0 |2279  3465 |2.61 2.21 1.36|1.0   0 5.0|   0     0 |   0     0 | 25  290    0   33    0
Jan 11 19:51:03 ubuntu dstat.sh[90415]: 11-01 19:51:03| 31   5  62   1   0|5175M  269M  195M 2200M| 171k  165k|  56k  276k|1.00  17.0 |2797  4750 |2.61 2.21 1.36|4.0   0  13|   0     0 |   0     0 | 25  287    0   33    0
Jan 11 19:51:04 ubuntu dstat.sh[90415]: 11-01 19:51:04| 26   5  67   0   0|5236M  209M  195M 2199M|  19k   12k| 144k  296k|7.00  29.0 |2620  3920 |2.61 2.21 1.36|2.0   0  13|   0     0 |   0     0 | 25  287    0   31    0
Jan 11 19:51:05 ubuntu dstat.sh[90415]: 11-01 19:51:05| 29   4  67   0   0|5236M  209M  195M 2199M|  21k 6682 |   0   244k|   0  22.0 |2262  3083 |2.61 2.21 1.36|1.0   0   0|   0     0 |   0     0 | 25  287    0   31    0
Jan 11 19:51:06 ubuntu dstat.sh[90415]: 11-01 19:51:06| 19   9  71   1   0|5170M  275M  195M 2199M|  11k 3647 | 767k  372k|12.0  14.0 |2512  3985 |2.61 2.21 1.36|1.0   0 151|   0     0 |   0     0 | 25  287    0   29    0
Jan 11 19:51:07 ubuntu dstat.sh[90415]: 11-01 19:51:07| 11  17  68   2   0|5171M  273M  195M 2200M|  15k 5893 | 140k  609k|21.0  43.1 |3657  6096 |2.40 2.17 1.35|1.0   0 340|   0     0 |   0     0 | 25  287    0   29    0
Jan 11 19:51:08 ubuntu dstat.sh[90415]: 11-01 19:51:08| 14   5  70  10   0|5172M  271M  195M 2200M|  19k 7838 | 763k  220k|36.9  20.0 |2459  3877 |2.40 2.17 1.35|  0 1.0  90|   0     0 |   0     0 | 25  287    0   28    0
Jan 11 19:51:09 ubuntu dstat.sh[90415]: 11-01 19:51:09|  5   1  69  24   0|5174M  269M  195M 2201M|  18k 8506 | 320k  184k|54.0  20.0 |2137  3282 |2.40 2.17 1.35|  0 1.0   0|   0     0 |   0     0 | 25  287    0   28    0
Jan 11 19:51:10 ubuntu dstat.sh[90415]: 11-01 19:51:10| 22   6  62  10   0|5189M  253M  195M 2201M|  12k 6227 | 352k  256k|40.0  25.0 |2971  6574 |2.40 2.17 1.35|  0 1.0  36|   0     0 |   0     0 | 25  287    0   23    0
Jan 11 19:51:11 ubuntu dstat.sh[90415]: 11-01 19:51:11| 19   4  67   9   0|5198M  244M  195M 2202M|  24k   18k| 839k  464k|83.9  56.0 |2525  3998 |2.40 2.17 1.35|  0 2.0 1.0|   0     0 |   0     0 | 25  287    0   23    0
Jan 11 19:51:12 ubuntu dstat.sh[90415]: 11-01 19:51:12| 20   3  71   4   0|5203M  238M  195M 2202M|  23k 4167 | 589k  228k|62.1  13.0 |2195  3092 |2.29 2.15 1.35|3.0   0 3.0|   0     0 |   0     0 | 25  287    0   21    0
Jan 11 19:51:13 ubuntu dstat.sh[90415]: 11-01 19:51:13| 20   4  71   3   0|5228M  210M  195M 2205M|  17k 2575 |3202k  192k|70.9  13.0 |2195  3104 |2.29 2.15 1.35|2.0   0 6.0|   0     0 |   0     0 | 25  287    0   21    0
Jan 11 19:51:14 ubuntu dstat.sh[90415]: 11-01 19:51:14| 27   7  66   1   0|5231M  207M  195M 2206M|  23k   10k| 120k  680k|6.00  54.0 |7531    16k|2.29 2.15 1.35|1.0   0 8.0|   0     0 |   0     0 | 25  287    0   20    0
Jan 11 19:51:15 ubuntu dstat.sh[90415]: 11-01 19:51:15| 18   2  78   0   0|5205M  233M  195M 2206M|  24k   15k|   0   337k|   0  22.0 |2126  3154 |2.29 2.15 1.35|  0   0   0|   0     0 |   0     0 | 25  288    0   21    0
Jan 11 19:51:16 ubuntu dstat.sh[90415]: 11-01 19:51:16|  5   1  93   0   0|5205M  233M  195M 2206M|  22k 8481 | 132k  108k|2.00  8.00 |1712  2730 |2.29 2.15 1.35|1.0   0   0|   0     0 |   0     0 | 25  288    0   21    0
Jan 11 19:51:17 ubuntu dstat.sh[90415]: 11-01 19:51:17|  4   1  93   0   0|5206M  232M  195M 2206M|  23k 7252 |4095B  280k|1.00  24.0 |1864  2971 |2.10 2.11 1.34|  0   0   0|   0     0 |   0     0 | 25  289    0   21    0
Jan 11 19:51:18 ubuntu dstat.sh[90415]: 11-01 19:51:18|  4   1  93   0   0|5206M  231M  195M 2206M|  30k 9258 |   0   172k|   0  20.0 |1845  3039 |2.10 2.11 1.34|  0   0   0|   0     0 |   0     0 | 25  289    0   20    0
Jan 11 19:51:19 ubuntu dstat.sh[90415]: 11-01 19:51:19|  3   1  94   0   0|5206M  231M  195M 2206M|  93k   11k|   0   220k|   0  26.0 |2043  3144 |2.10 2.11 1.34|5.0   0   0|   0     0 |   0     0 | 25  289    0   20    0
Jan 11 19:51:20 ubuntu dstat.sh[90415]: 11-01 19:51:20| 13   3  83   1   0|5208M  229M  195M 2207M|  57k 5454 |   0   501k|   0  19.0 |1921  2915 |2.10 2.11 1.34|  0   0 2.0|   0     0 |   0     0 | 25  289    0   20    0
Jan 11 19:51:21 ubuntu dstat.sh[90415]: 11-01 19:51:21|  5   2  89   2   0|5208M  228M  195M 2207M| 541k   29k|   0  3584k|   0   459 |3473  4027 |2.10 2.11 1.34|2.0   0   0|   0     0 |   0     0 | 25  289    0   20    0
Jan 11 19:51:22 ubuntu dstat.sh[90415]: 11-01 19:51:22| 18   5  77   0   0|5229M  202M  196M 2212M| 354k 4135 |  28k 1370k|2.00  15.0 |2099  2961 |2.01 2.10 1.34|1.0   0 2.0|   0     0 |   0     0 | 25  289    0   18    0
Jan 11 19:51:23 ubuntu dstat.sh[90415]: 11-01 19:51:23| 24   5  69   0   0|5228M  203M  196M 2212M|  14k 3351 |  12k  375k|1.00  14.0 |1970  2932 |2.01 2.10 1.34|1.0   0 2.0|   0     0 |   0     0 | 25  289    0   19    0
Jan 11 19:51:24 ubuntu dstat.sh[90415]: 11-01 19:51:24| 28   5  65   2   0|5232M  194M  196M 2217M|  20k   10k| 128k  576k|17.0  28.0 |2817  4470 |2.01 2.10 1.34|3.0   0   0|   0     0 |   0     0 | 25  289    0   18    0
Jan 11 19:51:25 ubuntu dstat.sh[90415]: 11-01 19:51:25| 27   1  70   0   0|5209M  219M  196M 2215M|  17k 9015 |   0   416k|   0  25.0 |2397  3370 |2.01 2.10 1.34|1.0   0   0|   0     0 |   0     0 | 25  289    0   18    0
Jan 11 19:51:26 ubuntu dstat.sh[90415]: 11-01 19:51:26| 20   3  70   6   0|5213M  211M  196M 2219M|  18k 6967 |  56k 2007k|14.0   187 |2332  3019 |2.01 2.10 1.34|1.0   0   0|   0     0 |   0     0 | 25  289    0   18    0
Jan 11 19:51:27 ubuntu dstat.sh[90415]: 11-01 19:51:27| 23   6  70   0   0|5238M  184M  197M 2220M|  15k 7316 |   0  1493k|   0  31.0 |3080  5064 |1.93 2.08 1.34|3.0   0 6.0|   0     0 |   0     0 | 25  289    0   18    0
Jan 11 19:51:28 ubuntu dstat.sh[90415]: 11-01 19:51:28| 25   5  67   0   0|5243M  180M  197M 2220M|  17k 9180 |   0   260k|   0  33.0 |6973    15k|1.93 2.08 1.34|3.0   0 8.0|   0     0 |   0     0 | 25  289    0   18    0
Jan 11 19:51:29 ubuntu dstat.sh[90415]: 11-01 19:51:29| 18  10  70   1   0|5168M  261M  197M 2212M|  15k 7804 | 220k  628k|7.00  23.0 |2661  4250 |1.93 2.08 1.34|1.0   0 156|   0     0 |   0     0 | 25  287    0   18    0
Jan 11 19:51:30 ubuntu dstat.sh[90415]: 11-01 19:51:30| 19  11  69   0   0|5203M  226M  197M 2212M|  10k 1513 |   0   136k|   0  8.01 |2454  3885 |1.93 2.08 1.34|3.0   0 150|   0     0 |   0     0 | 25  287    0   18    0
Jan 11 19:51:31 ubuntu dstat.sh[90415]: 11-01 19:51:31| 25   5  68   1   0|5235M  195M  197M 2213M|  39k   34k|   0   504k|   0  54.0 |2478  3966 |1.93 2.08 1.34|2.0   0   0|   0     0 |   0     0 | 25  288    0   18    0
Jan 11 19:51:32 ubuntu dstat.sh[90415]: 11-01 19:51:32| 28   2  69   0   1|5236M  193M  197M 2213M| 310k  303k|  68k  268k|8.00  20.0 |3164  5590 |1.86 2.06 1.34|2.0   0   0|   0     0 |   0     0 | 25  285    0   21    0
Jan 11 19:51:33 ubuntu dstat.sh[90415]: 11-01 19:51:33| 26   9  65   0   0|5196M  233M  197M 2213M|  18k 1620 | 156k  196k|3.00  11.0 |2459  3605 |1.86 2.06 1.34|2.0   0 114|   0     0 |   0     0 | 25  285    0   21    0
Jan 11 19:51:34 ubuntu dstat.sh[90415]: 11-01 19:51:34| 25   4  70   0   0|5233M  195M  197M 2213M|  59k   52k|   0   204k|   0  23.0 |2234  3349 |1.86 2.06 1.34|2.0   0   0|   0     0 |   0     0 | 25  286    0   21    0
Jan 11 19:51:35 ubuntu dstat.sh[90415]: 11-01 19:51:35| 24   6  68   1   0|5174M  255M  197M 2213M| 153k  145k|   0   300k|   0  29.0 |3044  5155 |1.86 2.06 1.34|1.0   0  72|   0     0 |   0     0 | 25  285    0   23    0
Jan 11 19:51:36 ubuntu dstat.sh[90415]: 11-01 19:51:36| 25   4  70   0   0|5215M  213M  197M 2213M|8968  3606 |   0   256k|   0  10.0 |1853  2705 |1.86 2.06 1.34|1.0   0 1.0|   0     0 |   0     0 | 25  285    0   23    0
Jan 11 19:51:37 ubuntu dstat.sh[90415]: 11-01 19:51:37| 26   4  69   1   0|5234M  195M  197M 2213M| 165k  160k|   0   536k|   0  53.0 |2806  4986 |1.79 2.04 1.33|2.0   0   0|   0     0 |   0     0 | 25  287    0   23    0
Jan 11 19:51:38 ubuntu dstat.sh[90415]: 11-01 19:51:38| 24   5  69   0   0|5194M  235M  197M 2214M| 118k  111k|   0   280k|   0  30.0 |2652  4580 |1.79 2.04 1.33|2.0   0  58|   0     0 |   0     0 | 25  285    0   23    0
Jan 11 19:51:39 ubuntu dstat.sh[90415]: 11-01 19:51:39| 24   4  71   0   0|5227M  201M  197M 2214M|  17k   10k|   0   224k|   0  29.0 |1987  3160 |1.79 2.04 1.33|1.0   0   0|   0     0 |   0     0 | 25  285    0   22    0
Jan 11 19:51:40 ubuntu dstat.sh[90415]: 11-01 19:51:40| 26   3  68   0   0|5233M  195M  197M 2214M| 254k  247k|   0   276k|   0  29.0 |3018  5238 |1.79 2.04 1.33|1.0   0 2.0|   0     0 |   0     0 | 25  285    0   24    0
Jan 11 19:51:41 ubuntu dstat.sh[90415]: 11-01 19:51:41| 26   6  68   1   0|5206M  222M  197M 2214M|  24k   17k|   0   465k|   0  52.1 |2415  3968 |1.79 2.04 1.33|1.0   0  29|   0     0 |   0     0 | 25  285    0   23    0
Jan 11 19:51:42 ubuntu dstat.sh[90415]: 11-01 19:51:42| 28   5  67   0   0|5231M  197M  197M 2214M|  91k   85k|   0   140k|   0  10.0 |2132  3436 |1.89 2.06 1.34|1.0   0   0|   0     0 |   0     0 | 25  285    0   23    0
Jan 11 19:51:43 ubuntu dstat.sh[90415]: 11-01 19:51:43| 25   4  69   1   0|5173M  255M  197M 2214M| 202k  194k|   0   396k|   0  47.0 |3413  5617 |1.89 2.06 1.34|1.0   0  48|   0     0 |   0     0 | 25  285    0   14    0
Jan 11 19:51:44 ubuntu dstat.sh[90415]: 11-01 19:51:44| 25   4  70   0   0|5211M  217M  197M 2214M|  17k   11k|   0   208k|   0  22.0 |2136  3035 |1.89 2.06 1.34|1.0   0 1.0|   0     0 |   0     0 | 25  285    0   14    0
Jan 11 19:51:45 ubuntu dstat.sh[90415]: 11-01 19:51:45| 27   4  69   0   0|5232M  196M  197M 2214M| 192k  184k|   0   308k|   0  29.0 |3032  4854 |1.89 2.06 1.34|1.0   0   0|   0     0 |   0     0 | 25  289    0   15    0
Jan 11 19:51:46 ubuntu dstat.sh[90415]: 11-01 19:51:46| 23   5  71   0   0|5195M  233M  197M 2214M|  97k   74k|   0   184k|   0  13.0 |2203  3465 |1.89 2.06 1.34|1.0   0  29|   0     0 |   0     0 | 25  285    0   16    0
Jan 11 19:51:47 ubuntu dstat.sh[90415]: 11-01 19:51:47| 25   3  71   0   0|5234M  194M  197M 2214M|  93k   86k|  32k  204k|3.00  20.0 |2303  3816 |1.81 2.04 1.34|1.0   0   0|   0     0 |   0     0 | 25  285    0   16    0
Jan 11 19:51:48 ubuntu dstat.sh[90415]: 11-01 19:51:48| 39   6  53   1   0|5203M  225M  197M 2214M| 206k  196k|   0   472k|   0  47.0 |3543  5939 |1.81 2.04 1.34|4.0   0  40|   0     0 |   0     0 | 25  285    0   17    0
Jan 11 19:51:49 ubuntu dstat.sh[90415]: 11-01 19:51:49| 43  10  46   0   0|5236M  192M  197M 2214M|  16k   10k| 256k  256k|2.00  23.0 |2500  3545 |1.81 2.04 1.34|2.0   0  57|   0     0 |   0     0 | 25  285    0   17    0
Jan 11 19:51:50 ubuntu dstat.sh[90415]: 11-01 19:51:50| 45   6  47   0   0|5259M  169M  197M 2214M|  78k   72k| 256k  188k|2.00  15.0 |2540  3637 |1.81 2.04 1.34|2.0   0 6.0|   0     0 |   0     0 | 25  286    0   17    0
Jan 11 19:51:51 ubuntu dstat.sh[90415]: 11-01 19:51:51| 50  10  38   2   0|5201M  226M  197M 2214M| 315k  299k| 256k 4989k|2.00   533 |5542  9232 |1.81 2.04 1.34|4.0   0  52|   0     0 |   0     0 | 25  285    0   20    0
Jan 11 19:51:52 ubuntu dstat.sh[90415]: 11-01 19:51:52| 33   6  61   0   0|5218M  210M  197M 2214M|  17k   12k| 256k  112k|2.00  8.01 |2000  2807 |1.75 2.02 1.34|2.0   0 2.0|   0     0 |   0     0 | 25  285    0   20    0
Jan 11 19:51:53 ubuntu dstat.sh[90415]: 11-01 19:51:53| 26   4  70   0   0|5235M  193M  197M 2214M| 172k  162k|   0   176k|   0  12.0 |2541  4083 |1.75 2.02 1.34|2.0   0   0|   0     0 |   0     0 | 25  288    0   23    0
Jan 11 19:51:54 ubuntu dstat.sh[90415]: 11-01 19:51:54| 26   4  69   1   0|5195M  232M  197M 2214M| 137k  130k|   0   244k|   0  25.0 |2613  4136 |1.75 2.02 1.34|1.0   0  15|   0     0 |   0     0 | 25  285    0   24    0
Jan 11 19:51:55 ubuntu dstat.sh[90415]: 11-01 19:51:55| 26   3  69   0   0|5234M  194M  197M 2214M|  52k   45k|   0   180k|   0  25.0 |2359  3439 |1.75 2.02 1.34|1.0   0   0|   0     0 |   0     0 | 25  286    0   23    0
Jan 11 19:51:56 ubuntu dstat.sh[90415]: 11-01 19:51:56| 30   4  66   1   0|5238M  189M  197M 2215M| 363k  355k|   0  1674k|   0   109 |3926  6893 |1.75 2.02 1.34|2.0   0   0|   0     0 |   0     0 | 25  289    0   23    0
Jan 11 19:51:57 ubuntu dstat.sh[90415]: 11-01 19:51:57| 27   4  67   1   0|5199M  228M  197M 2215M| 158k  150k|   0   805k|   0   100 |3127  5016 |1.69 2.00 1.34|1.0   0 6.0|   0     0 |   0     0 | 25  287    0   24    0
Jan 11 19:51:58 ubuntu dstat.sh[90415]: 11-01 19:51:58| 26   4  70   0   0|5238M  189M  197M 2215M|  73k   63k|   0   332k|   0  33.0 |2444  3734 |1.69 2.00 1.34|1.0   0   0|   0     0 |   0     0 | 25  288    0   24    0
Jan 11 19:51:59 ubuntu dstat.sh[90415]: 11-01 19:51:59| 30   2  67   1   0|5240M  187M  197M 2215M| 460k  454k|   0   812k|   0   105 |3691  6849 |1.69 2.00 1.34|1.0   0   0|   0     0 |   0     0 | 25  289    0   24    0
Jan 11 19:52:00 ubuntu dstat.sh[90415]: 11-01 19:52:00| 23   9  66   1   0|5176M  250M  197M 2215M| 274k  268k|   0   745k|   0  93.1 |3501  5945 |1.69 2.00 1.34|1.0   0 154|   0     0 |   0     0 | 25  287    0   25    0
Jan 11 19:52:01 ubuntu dstat.sh[90415]: 11-01 19:52:01| 14  20  65   1   0|5177M  249M  197M 2215M|  21k   14k|   0   780k|   0  63.0 |4093  7233 |1.69 2.00 1.34|1.0   0 493|   0     0 |   0     0 | 25  287    0   25    0
Jan 11 19:52:02 ubuntu dstat.sh[90415]: 11-01 19:52:02| 12  20  66   0   0|5177M  249M  197M 2215M|  12k 1905 |   0  5904k|   0   146 |3928  6294 |1.71 2.00 1.34|1.0   0 448|   0     0 |   0     0 | 25  287    0   25    0
Jan 11 19:52:03 ubuntu dstat.sh[90415]: 11-01 19:52:03| 15  22  62   0   0|5221M  205M  197M 2216M|  11k 3059 |   0   369k|   0  35.1 |3626  6307 |1.71 2.00 1.34|3.0   0 447|   0     0 |   0     0 | 25  287    0   25    0
Jan 11 19:52:04 ubuntu dstat.sh[90415]: 11-01 19:52:04| 12  21  63   1   0|5186M  239M  197M 2217M|  27k   10k|   0  4261k|   0   272 |5202  8805 |1.71 2.00 1.34|2.0   0 500|   0     0 |   0     0 | 25  287    0   25    0
Jan 11 19:52:05 ubuntu dstat.sh[90415]: 11-01 19:52:05| 17  21  61   0   0|5179M  246M  197M 2216M|  14k 7321 |   0   372k|   0  38.0 |4159  6754 |1.71 2.00 1.34|1.0   0 448|   0     0 |   0     0 | 25  287    0   25    0
Jan 11 19:52:06 ubuntu dstat.sh[90415]: 11-01 19:52:06| 13  20  66   0   0|5179M  247M  197M 2216M|  12k 5031 |   0   256k|   0  20.0 |3603  6157 |1.71 2.00 1.34|1.0   0 408|   0     0 |   0     0 | 25  287    0   25    0
Jan 11 19:52:07 ubuntu dstat.sh[90415]: 11-01 19:52:07| 11  19  66   0   0|5178M  247M  197M 2216M|  14k 7335 |   0   540k|   0  42.0 |3798  6529 |1.66 1.99 1.34|1.0   0 409|   0     0 |   0     0 | 25  287    0   25    0
Jan 11 19:52:08 ubuntu dstat.sh[90415]: 11-01 19:52:08| 11  16  68   3   0|5190M  234M  197M 2217M|  16k 7703 | 988k  264k|29.0  22.0 |3279  5490 |1.66 1.99 1.34|1.0   0 284|   0     0 |   0     0 | 25  287    0   25    0
Jan 11 19:52:09 ubuntu dstat.sh[90415]: 11-01 19:52:09| 19   8  69   2   0|5212M  301M  197M 2138M|  15k 8741 |  60k 2431k|6.01  38.0 |2500  4038 |1.66 1.99 1.34|2.0   0  37|   0     0 |   0     0 | 25  287    0   25    0
Jan 11 19:52:10 ubuntu dstat.sh[90415]: 11-01 19:52:10| 22  11  55  10   0|5219M  285M  197M 2147M|  22k   11k| 400k  372k|54.0  42.0 |9127    22k|1.66 1.99 1.34|1.0   0  43|   0     0 |   0     0 | 25  287    0   26    0
Jan 11 19:52:11 ubuntu dstat.sh[90415]: 11-01 19:52:11| 24   6  67   3   0|5221M  276M  197M 2153M|  26k   18k|  28k 1997k|6.99  48.9 |2428  3732 |1.66 1.99 1.34|2.0   0 2.0|   0     0 |   0     0 | 25  287    0   26    0
Jan 11 19:52:12 ubuntu dstat.sh[90415]: 11-01 19:52:12| 14   4  71  11   0|5227M  243M  197M 2180M|7867  1856 |  26M  504k| 225  11.0 |2181  3071 |1.60 1.97 1.34|2.0   0 4.0|   0     0 |   0     0 | 25  287    0   25    0
Jan 11 19:52:13 ubuntu dstat.sh[90415]: 11-01 19:52:13| 11   2  87   0   0|5227M  243M  197M 2180M|9085  2191 |   0   212k|   0  8.01 |1662  2585 |1.60 1.97 1.34|  0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:14 ubuntu dstat.sh[90415]: 11-01 19:52:14|  5   1  93   0   0|5226M  243M  197M 2180M|  22k   12k|   0   523k|   0  43.0 |1950  3196 |1.60 1.97 1.34|1.0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:15 ubuntu dstat.sh[90415]: 11-01 19:52:15|  9   2  87   2   0|5226M  243M  197M 2181M|  32k   18k| 216k  520k|7.00  36.0 |2262  3658 |1.60 1.97 1.34|  0   0   0|   0     0 |   0     0 | 25  288    0   26    0
Jan 11 19:52:16 ubuntu dstat.sh[90415]: 11-01 19:52:16| 14   1  83   1   0|5231M  238M  197M 2181M|8809  3369 |   0   609k|   0  21.0 |1718  2603 |1.60 1.97 1.34|1.0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:17 ubuntu dstat.sh[90415]: 11-01 19:52:17|  8   2  88   0   0|5231M  232M  197M 2187M|  16k 9430 |   0   690k|   0  36.9 |1940  3133 |1.47 1.94 1.33|  0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:18 ubuntu dstat.sh[90415]: 11-01 19:52:18|  8   1  89   1   0|5232M  231M  197M 2187M|  17k   12k|   0   573k|   0  36.1 |1993  3180 |1.47 1.94 1.33|  0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:19 ubuntu dstat.sh[90415]: 11-01 19:52:19|  7   1  88   1   0|5236M  225M  197M 2189M|  18k   11k| 727k  623k|9.99  48.0 |2150  3410 |1.47 1.94 1.33|1.0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:20 ubuntu dstat.sh[90415]: 11-01 19:52:20|  7   1  91   1   0|5238M  224M  197M 2189M|  12k 5473 |  80k  481k|2.00  23.0 |1806  2720 |1.47 1.94 1.33|  0   0 2.0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:21 ubuntu dstat.sh[90415]: 11-01 19:52:21|  7   1  87   2   0|5238M  223M  197M 2189M|  27k   19k| 140k  827k|1.00  55.0 |2197  3599 |1.47 1.94 1.33|1.0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:22 ubuntu dstat.sh[90415]: 11-01 19:52:22| 10   1  86   2   0|5239M  222M  197M 2189M|9719  4304 | 204k 5776k|3.00   463 |2599  2850 |1.44 1.92 1.33|1.0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:23 ubuntu dstat.sh[90415]: 11-01 19:52:23|  7   2  88   1   0|5239M  221M  197M 2190M|  11k 5893 |  64k  444k|2.00  19.0 |2327  3909 |1.44 1.92 1.33|  0   0   0|   0     0 |   0     0 | 25  288    0   26    0
Jan 11 19:52:24 ubuntu dstat.sh[90415]: 11-01 19:52:24| 10   1  87   1   0|5240M  219M  197M 2190M|  21k   14k|   0  1086k|   0  63.1 |2088  3310 |1.44 1.92 1.33|  0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:25 ubuntu dstat.sh[90415]: 11-01 19:52:25| 12   1  84   1   0|5244M  214M  197M 2192M|  26k 9461 |  12k  575k|1.00  31.0 |2153  3203 |1.44 1.92 1.33|2.0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:26 ubuntu dstat.sh[90415]: 11-01 19:52:26|  7   0  90   1   0|5244M  214M  197M 2192M|  16k   10k|   0   440k|   0  17.0 |1762  2768 |1.44 1.92 1.33|  0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:27 ubuntu dstat.sh[90415]: 11-01 19:52:27|  7   2  89   1   0|5245M  213M  197M 2192M|  16k   10k|  68k  943k|2.00  44.0 |1974  3214 |1.32 1.89 1.32|1.0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:28 ubuntu dstat.sh[90415]: 11-01 19:52:28|  7   1  90   0   0|5245M  213M  197M 2192M|  21k   12k|   0   472k|   0  36.0 |1909  3069 |1.32 1.89 1.32|  0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:29 ubuntu dstat.sh[90415]: 11-01 19:52:29| 12   1  86   1   0|5247M  210M  197M 2193M|  31k   10k|   0   669k|   0  39.0 |2130  3357 |1.32 1.89 1.32|  0   0   0|   0     0 |   0     0 | 25  288    0   25    0
Jan 11 19:52:30 ubuntu dstat.sh[90415]: 11-01 19:52:30|  7   1  89   0   0|5247M  209M  197M 2193M|  22k   11k| 144k  420k|2.00  18.0 |1789  2781 |1.32 1.89 1.32|  0   0 2.0|   0     0 |   0     0 | 25  288    0   25    0
